"anho","semana","id_provincia","provincia","personal_tecnicos","personal_brigadas","personal_fuerzas_orden","personal_otros","medios_autobomba","medios_bulldozer","medios_tractores","medios_otros","aereos_aviones_anfibios","aereos_aviones_carga","aereos_helicopteros_exticion","aereos_helicopteros_transporte","total","totalar","totalnar","supernf","num_incendios","dist_1_nearest_buildup","dist_10_nearest_buildup","dir","prec","sol","tmax","tmed","tmin","velmedia","hrmedia","domain"
2011,42,16,"CUENCA",1.83,1.83,0,0,0.83,0,0,0,0,0,0,0,16.66,0,4.1,12.56,6,1567.87,4593.84,17.38,1.43,8.41,22.25,15.05,7.83,2.34,55.5,"42:16"
2011,42,17,"GIRONA",1,9,6,0,2,0,0,0,0,0,0,0,0.45,0,0.45,0,1,242.88,1150.16,17.33,8.37,6.76,17.43,11.15,4.91,1.41,76,"42:17"
2011,42,18,"GRANADA",3,21,9,1.5,1.5,0,0,0,0,0.5,0.5,1,0.76,0.05,0.71,0,2,794.65,1273.81,16.27,3.32,7.32,23.23,15.77,8.3,1.47,67,"42:18"
2011,42,19,"GUADALAJARA",1,5,0,0,1,0,0,0,0,0,0,1,6.18,0,3.18,3,2,804.05,3994.7,10.8,1.25,8.08,20.96,12.41,3.86,1.99,55,"42:19"
2011,42,21,"HUELVA",1.67,9,0.67,1.33,2,0,0,0,0,0,0,0.33,7.8,0,6.06,1.74,4,1127.76,3018.16,18.57,34.63,9.73,26.09,20.12,14.16,2.41,63.5,"42:21"
2011,42,22,"HUESCA",12,23,4,0,3,0,0,0,1,0,0,1,0.29,0,0.29,0,1,1452.1,1994.36,16.12,1.73,8.51,22.29,14.29,6.3,1.96,60,"42:22"
2011,42,23,"JAEN",2,7,2,0,0.5,0,0,0,0,0,0,0.5,2.87,0,1.82,1.05,2,2183.96,4027.38,17.15,0.68,6.45,24.25,17.85,11.47,1.39,53,"42:23"
2011,42,24,"LEON",3.51,17.75,3.08,0.81,0.83,0.36,0,0.23,0.24,0,0.36,1.09,2110.13,256.87,1849.66,3.6,32,1089.9,2805.44,19.43,23.53,7.26,17.5,10.57,3.63,2.64,62,"42:24"
2011,42,25,"LLEIDA",3,4,0,0,1,0,0,0,0,0,0,0,0.6,0,0.6,0,1,879.31,1923.8,16.66,1.38,8.57,20.99,13.96,6.92,0.99,62,"42:25"
2011,42,26,"LA RIOJA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0.9,7.36,20.51,13.07,5.61,1.89,63,"42:26"
2011,42,27,"LUGO",1.84,10.14,0.5,0.52,2.21,0.17,0.02,0.01,0.02,0.57,0.01,0.17,906.71,382.13,518.42,6.16,125,663.7,1426.75,20.71,44.7,6.7,20.43,13.01,5.6,1.76,68,"42:27"
2011,42,29,"MALAGA",8.5,51.75,1,3,3.75,0,0,0,0,0.75,0.25,2,4.83,1.9,2.93,0,3,846.54,1999.41,12.73,20.57,7.07,23.65,19.92,16.23,2.69,73,"42:29"
2011,42,30,"MURCIA",2,3,0,0,2,0,0,0,0,0,0,0,0.99,0.99,0,0,1,1367.48,3476.47,12.8,0.69,8.01,24.26,18.89,13.55,2.25,66,"42:30"
2011,42,32,"OURENSE",1.43,12.84,0.78,0.46,1.84,0.15,0.01,0.01,0.1,0.24,0.12,0.46,7816.79,376.82,7439.47,0.5,174,1083.94,2410.99,18.96,61.68,6.71,22.5,14.14,5.77,1.54,61,"42:32"
2011,42,33,"ASTURIAS",0.74,8.73,0.13,0.02,0.45,0,0,0,0.01,0,0.03,0.27,4312.38,556.99,3755.39,0,109,780.88,2402.29,18.98,21.48,5.11,18.38,14.36,10.35,3.11,73,"42:33"
2011,42,34,"PALENCIA",1.5,3.5,0.5,4.5,1,0,0.25,0,0,0,0,0,5.48,0.2,4.96,0.32,3,917.09,2169.65,16.81,14.08,3.9,18.38,11.17,3.96,2.68,60,"42:34"
2011,42,36,"PONTEVEDRA",1.37,8.53,0.39,0.92,1.86,0.12,0.03,0,0.01,0,0,0.13,333.81,89.98,231.34,12.49,56,565.12,1338.55,22.86,96.4,7.01,20.47,15.61,10.76,2.44,71,"42:36"
2011,42,37,"SALAMANCA",1.36,2.44,1.94,2.92,0.17,0,0,0,0,0,0,0.17,12.84,0,11.79,1.05,12,1341.13,3910.92,14.74,49.83,8.69,18.94,11.78,4.61,2.65,54,"42:37"
2011,42,40,"SEGOVIA",3,9.75,4,5,2.25,0,0.25,0.25,0,0,0,0,8.59,5.4,1.91,1.28,4,1089.17,3167.62,22.79,4.5,8.71,16.06,10.99,5.92,3.24,50,"42:40"
2011,42,41,"SEVILLA",1.5,23.5,0,0.5,2,0,0,0,0,0,0,0,3.82,0,3.33,0.49,2,2498.49,3555.42,18.01,14.33,9,26.69,19.91,13.13,2.24,57,"42:41"
2011,42,42,"SORIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57,6,9.33,19.29,10.41,1.54,2.1,52,"42:42"
2011,42,43,"TARRAGONA",0,4,0,0,1,0,0,0,0,0,0,0,0.48,0,0.48,0,1,1023.47,1699.02,22.14,33.73,6.49,23.13,17.92,12.74,2.34,67.5,"42:43"
2011,42,44,"TERUEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,0.15,7.5,20.46,12.31,4.17,1.74,59,"42:44"
2011,42,45,"TOLEDO",2,9.67,0.75,0.17,1.31,0,0,0,0,0.08,0,0.94,58.65,9.6,38.7,10.35,10,1105.91,2867.97,18.13,3.65,8.7,23.51,16.55,9.59,1.94,48,"42:45"
2011,42,46,"VALENCIA",1,13.5,1.5,3.5,1,0,0,0,0.5,0,0,1,0.35,0.32,0,0.03,2,749.37,2296.15,27.81,7.13,7.68,22.94,18.09,13.22,1.96,68,"42:46"
2011,42,47,"VALLADOLID",2.17,4.92,1,2.25,1.92,0,0.08,0.58,0,0,0,0,36.53,7.5,5.43,23.6,6,1386.82,2538,16.52,8,8.32,20.3,12.47,4.65,1.98,54,"42:47"
2011,42,49,"ZAMORA",1.49,4.49,1.72,0.94,1.08,0.2,0,0,0.04,0,0,0.66,480.12,58.59,406.63,14.9,27,1778.96,3869.45,15.76,8.03,5.015,20.56,12.32,4.09,1.89,56,"42:49"
2011,42,50,"ZARAGOZA",7.75,18.25,2.5,4.5,2.5,0,0,0,0.5,0,0,0.5,8.77,1.4,6.54,0.83,3,388.17,1926.37,17.08,0.2,8.28,21.32,13.76,6.21,2.01,59.5,"42:50"
2011,43,2,"ALBACETE",10.5,27.5,2.5,1,2.5,0,0,0,0,0,0,2.5,1.8,0.2,1.58,0.02,2,702.48,5410.27,16.74,7.33,4.68,18.35,13.9,9.45,2.14,75.5,"43:2"
2011,43,3,"ALICANTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39,23.43,3.5,21.79,17.37,12.95,2.46,75,"43:3"
2011,43,4,"ALMERIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07,10.03,5.33,21.4,17.75,14.12,2.88,70,"43:4"
2011,43,5,"AVILA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.71,22.3,5.33,16.79,11.48,6.15,1.92,76,"43:5"
2011,43,6,"BADAJOZ",1.5,6.67,1.5,0.5,0.83,0,0.17,0,0,0,0,0,4.79,0,4.79,0,5,1697.82,4842.87,19.49,13.82,6.59,21.13,15.46,9.77,2.86,74,"43:6"
2011,43,8,"BARCELONA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73,77.96,3.89,20.18,16.38,12.58,2.87,85,"43:8"
2011,43,9,"BURGOS",1.33,1.17,0,2.5,1.33,0,0,0.17,0,0,0,0.17,82.26,80.1,0.6,1.56,4,2560.19,4635.05,18.38,10.85,5.31,15.47,9.82,4.18,2.72,72.5,"43:9"
2011,43,10,"CACERES",1,3,0,0,1,0,0,1,0,0,0,0,3,0,3,0,1,3249.87,7101.05,17.84,18.24,6.44,19.31,14.44,9.57,2.69,71,"43:10"
2011,43,11,"CADIZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.97,59.85,7.36,20.84,16.97,13.1,3.37,76,"43:11"
2011,43,12,"CASTELLON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,9.9,5.7,18.21,14.56,10.91,3,78.5,"43:12"
2011,43,13,"CIUDAD REAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.45,31.25,5.4,18.15,13.46,8.75,2.36,74,"43:13"
2011,43,14,"CORDOBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.64,30.43,6.67,19.43,15.25,11.04,2.82,75,"43:14"
2011,43,15,"A CORUÑA",1,3,0,0,1,0,0,0,0,0,0,0,0.44,0,0.44,0,1,65.27,841.06,20.63,62.37,4.37,15.91,12.51,9.1,4.36,81,"43:15"
2011,43,16,"CUENCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,43.78,4.1,16.52,11.49,6.45,2.73,75,"43:16"
2011,43,17,"GIRONA",2,12.5,7.5,0,0.5,0,0,0,0,0,0,0,0.7,0,0.7,0,2,1186.11,1985.63,17.97,74.83,4.44,16.05,11.84,7.62,1.79,87.5,"43:17"
2011,43,18,"GRANADA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.79,21.11,5.02,18.69,13.8,8.93,1.76,72,"43:18"
2011,43,19,"GUADALAJARA",1,7,0,0,2,0,0,0,0,0,0,0,0.3,0,0.3,0,1,1243.56,2066.4,16,19.95,4.03,16.34,11.47,6.59,3.61,74.5,"43:19"
2011,43,21,"HUELVA",7,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.5,0,1,2005.42,5094.71,19.88,28.13,5.23,21.91,17.19,12.46,3.3,72,"43:21"
2011,43,22,"HUESCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97,49.36,3.57,18.72,12.82,6.91,2.03,82,"43:22"
2011,43,23,"JAEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97,24.61,5.54,18.24,14.37,10.53,1.95,74,"43:23"
2011,43,24,"LEON",2,9,0,0,1,0,0,0,0,0,0,1,40.2,0,40.2,0,1,1606.52,3953.24,21.39,24.73,6.13,12.99,7.82,2.65,2.72,76,"43:24"
2011,43,25,"LLEIDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.72,33.1,3.66,16.26,12.26,8.26,1.02,87,"43:25"
2011,43,26,"LA RIOJA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,5.1,4.64,18.63,12.8,6.96,2.54,71,"43:26"
2011,43,27,"LUGO",2,6,0,0,1,0,0,0,0,0,0,0,1.5,0,1.5,0,1,1925.1,2541.52,19.8,88.1,5.46,15.7,10.44,5.14,1.96,79,"43:27"
2011,43,29,"MALAGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.96,36.71,6.61,22.38,18.36,14.32,2.33,73,"43:29"
2011,43,30,"MURCIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.76,6.22,4.19,21.86,17.3,12.77,2.45,71,"43:30"
2011,43,32,"OURENSE",1,3,0,0,0.5,0,0,0,0,0,0,0,2.47,0,2.47,0,2,929.5,2068.13,21.54,77.98,3.53,16.13,10.66,5.19,2.06,81,"43:32"
2011,43,33,"ASTURIAS",0.55,4.8,0.1,0,0.75,0,0,0,0,0,0,0.25,32.39,8.1,24.28,0.01,7,1268.14,2003.49,23.4,8.75,4.5,17.38,13.61,9.83,3.72,74,"43:33"
2011,43,34,"PALENCIA",0,0,0,0,0,0,0,0,0,0,0,0,11.61,0.31,0.3,11,2,343.03,1443.77,17.48,20.83,5.1,14.25,8.82,3.39,3.36,77,"43:34"
2011,43,36,"PONTEVEDRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.71,112,4.69,16.64,12.84,9.05,2.57,83,"43:36"
2011,43,37,"SALAMANCA",1,0,2,5,0,0,0,0,0,0,0,0,19.21,0,19.21,0,1,3865.13,5704.23,19.42,39.06,5.14,13.88,8.74,3.62,3.59,77,"43:37"
2011,43,40,"SEGOVIA",2,11,2,2,2,0,0,2,0,0,0,0,3.1,3.1,0,0,1,3172.22,4000.47,16.43,33.95,4.97,10.51,6.93,3.3,4.33,75,"43:40"
2011,43,41,"SEVILLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32,30.89,7.49,21.88,16.96,12.05,2.65,73,"43:41"
2011,43,42,"SORIA",3,2,0,0,1,0,0,0,0,0,0,0,1.63,1.63,0,0,1,2927.54,5406.34,20.5,22.4,3.58,14.09,8.81,3.54,1.5,76,"43:42"
2011,43,43,"TARRAGONA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.93,35.22,3.51,21.5,17.81,14.12,2.22,81,"43:43"
2011,43,44,"TERUEL",5,21,2,2,4,0,0,0,0,0,0,1,1.88,1.5,0.38,0,1,2254.37,5821.88,16.11,10.75,2.84,15.6,10.86,6.15,2.05,80,"43:44"
2011,43,45,"TOLEDO",1,8,0,4,1,0,0,0,0,0,0,0,1.55,0,0.05,1.5,1,257.34,1292.72,17.46,26.3,6.17,17.98,12.9,7.83,2.4,71,"43:45"
2011,43,46,"VALENCIA",1,10,0,4,0,0,0,0,0,0,0,1,0.13,0,0.13,0,1,841.53,1249.01,31.8,40.33,3.89,20.85,16.55,12.26,1.99,78,"43:46"
2011,43,47,"VALLADOLID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.33,14.02,6.63,15.25,10.09,4.93,3.27,76,"43:47"
2011,43,49,"ZAMORA",1.5,8,1.5,0,0,0,0,0,0,0,0,1,1.08,0,1.08,0,2,1240.67,3408.69,19.19,20.63,4.99,15.51,9.75,3.99,2.22,75,"43:49"
2011,43,50,"ZARAGOZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.08,10.59,3.89,17.44,13.07,8.69,2.6,71,"43:50"
2011,44,2,"ALBACETE",1,1,1,4,1,0,0,0,0,0,0,0,0.3,0,0.1,0.2,1,2255.31,7862.82,23.74,19.75,2.81,16.7,13.23,9.75,3.27,78,"44:2"
2011,44,3,"ALICANTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.81,17.45,3.55,20.72,16.58,12.4,2.39,76.5,"44:3"
2011,44,4,"ALMERIA",3,2,2,0,1,0,0,0,0,0,0,0,0.21,0,0.21,0,1,3494.72,5761.95,22.52,31.32,5.57,19.92,16.72,13.51,3.61,74,"44:4"
2011,44,5,"AVILA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.71,35.15,3.4,14.61,11.11,7.64,2.49,81,"44:5"
2011,44,6,"BADAJOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.46,38.79,3.49,18.62,14.72,10.82,3.26,77,"44:6"
2011,44,8,"BARCELONA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.88,74.8,1.74,19.11,16.42,13.71,3.15,90,"44:8"
2011,44,9,"BURGOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.26,32.89,2.03,13.67,10.28,6.9,3.35,80,"44:9"
2011,44,10,"CACERES",2,8,0,0,1,0,0,1,0,0,1,0,1.5,0,1.5,0,1,178.54,2497.97,20.54,46.1,3.93,17.05,13.78,10.53,2.58,80,"44:10"
2011,44,11,"CADIZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.55,79.97,5.4,19.49,16.35,13.22,4.05,77,"44:11"
2011,44,12,"CASTELLON",1,15,2,0,0,0,0,0,0,0,0,0,0.45,0,0.45,0,1,939.12,2341.59,21.29,16.82,3.28,20.21,16.32,12.46,2.36,81,"44:12"
2011,44,13,"CIUDAD REAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.07,42.95,5.06,16.92,13.02,9.12,2.32,77.5,"44:13"
2011,44,14,"CORDOBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.19,55.2,5.17,17.23,13.73,10.23,3.38,80,"44:14"
2011,44,15,"A CORUÑA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.66,62.36,2.94,15.16,12.37,9.58,4.59,85,"44:15"
2011,44,16,"CUENCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.95,50.8,1.8,14.52,11.16,7.8,3.75,87,"44:16"
2011,44,17,"GIRONA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.86,123.03,2.73,15.77,12.8,9.83,1.9,90,"44:17"
2011,44,18,"GRANADA",3,27,6,1,1,0,0,0,0,0,1,1,2.41,0,2.41,0,1,896.17,1378.64,23.3,45.51,3.89,17.21,12.87,8.54,2.26,79,"44:18"
2011,44,19,"GUADALAJARA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.71,36.53,2.41,14.49,11.08,7.67,3.46,78,"44:19"
2011,44,21,"HUELVA",2,7,3,0,1,0,0,0,0,0,0,0,7.89,0,7.89,0,1,2767.89,3922.29,22.02,46.55,1.95,19.72,16.11,12.49,3.41,77,"44:21"
2011,44,22,"HUESCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46,78.93,1.47,14.49,11.74,8.99,2.84,82,"44:22"
2011,44,23,"JAEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.76,36.65,7.87,16.9,13.43,9.94,2.13,78,"44:23"
2011,44,24,"LEON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.11,60.66,3.71,11.45,7.72,3.99,3.6,83,"44:24"
2011,44,25,"LLEIDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.59,41.95,2.47,16.95,13.09,9.25,1.27,83,"44:25"
2011,44,26,"LA RIOJA",3,10,2,0,2,0,0,0,0,0,0,0,2.8,0,2,0.8,1,1982.66,3152.07,14.6,28.4,2.77,17.03,13.23,9.39,4,75.5,"44:26"
2011,44,27,"LUGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,2.99,14.27,10.13,6.04,2.01,83,"44:27"
2011,44,29,"MALAGA",2,4,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,2114.44,2628.61,21.05,66.18,5.1,20.32,17.12,13.94,2.78,80,"44:29"
2011,44,30,"MURCIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.61,10.86,4.09,20.93,16.79,12.65,3.22,75,"44:30"
2011,44,32,"OURENSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.74,54.8,1.75,14.57,10.55,6.51,1.88,84.5,"44:32"
2011,44,33,"ASTURIAS",0,5,0,0,0.5,0,0,0,0,0,0,0,8.9,0,8.9,0,2,1705.37,3002.47,23.83,59.19,2.73,15.81,12.66,9.52,3.05,79,"44:33"
2011,44,34,"PALENCIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.95,57.9,4.195,12.81,9.07,5.34,3.77,83,"44:34"
2011,44,36,"PONTEVEDRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.29,66.3,2.96,15.43,12.2,8.98,3.06,85,"44:36"
2011,44,37,"SALAMANCA",0,0,0,2,0,0,0,0,0,0,0,0,3.05,0,0.05,3,1,1641.82,2016.12,22.16,51.35,3.39,13.38,9.55,5.73,4.53,83,"44:37"
2011,44,40,"SEGOVIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.86,80,2.79,9.71,7.22,4.72,6.39,82,"44:40"
2011,44,41,"SEVILLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,49.26,5.98,19.38,15.36,11.36,2.81,77.5,"44:41"
2011,44,42,"SORIA",1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,1,296.55,2476.52,24.43,17.2,1.05,11.94,8.69,5.43,3.26,83,"44:42"
2011,44,43,"TARRAGONA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.93,43.02,2.37,20.3,17.33,14.37,2.38,84,"44:43"
2011,44,44,"TERUEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,25.9,1.5,15.72,11.54,7.34,2.47,77,"44:44"
2011,44,45,"TOLEDO",2,13,2,3,1,0,0,0,0,0,0,1,8.2,0,8.2,0,1,512.57,4796.58,24.92,33.03,4.6,16.91,12.99,9.06,2.85,75,"44:45"
2011,44,46,"VALENCIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.24,13.6,3.29,19.69,15.87,12.08,2.11,79,"44:46"
2011,44,47,"VALLADOLID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.69,32.5,2.9,14.63,10.67,6.71,3.29,78.5,"44:47"
2011,44,49,"ZAMORA",1.5,2,2,0,0.5,0,0,0,0,0,0,0.5,35.7,0,28.5,7.2,2,1507.64,4496.26,22.5,28,5.24,14.9,10.33,5.77,2.93,77,"44:49"
2011,44,50,"ZARAGOZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,40.99,2.09,16.62,13.18,9.72,3.42,78,"44:50"
2012,27,2,"ALBACETE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.07,0,13.58,33.53,25.1,16.66,2.68,30,"27:2"
2012,27,3,"ALICANTE",3,25,10,0,2,0,0,0,0,2,0,1,1.5,0.2,0,1.3,1,463.17,1906.46,13.93,0,10.79,29.72,24.13,18.51,2.76,58,"27:3"
2012,27,4,"ALMERIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0.02,10.65,29.66,24.48,19.29,3.85,58,"27:4"
2012,27,5,"AVILA",3.5,16.5,1,25,3.5,0,0,0,0,0,0,1.5,4.6,4.3,0.3,0,2,518.37,1698.69,24.5,0,12.16,28.27,19.35,10.45,2.3,41,"27:5"
2012,27,6,"BADAJOZ",3.25,24.75,3,1.75,4.75,0.25,0,3.25,0.5,0,0,2,57.56,0,57.56,0,4,2146.28,5842.82,27.51,0,13.9,32.37,23.67,14.97,3.85,38.5,"27:6"
2012,27,8,"BARCELONA",0,22,2,12.5,8.5,0,0,0,0,0,0.5,0,0.46,0.32,0.11,0.03,2,946.38,2013.62,17.48,0.33,9.79,26.2,22.16,18.12,3.54,66,"27:8"
2012,27,9,"BURGOS",1.46,9.04,1.58,3.67,1.04,0,2.83,0,0,0,0,0.71,23.93,0.4,2.67,20.86,7,1613.87,3665.5,19,0.25,10.55,26.68,17.49,8.31,2.7,47,"27:9"
2012,27,10,"CACERES",1.73,10.9,1.47,0.2,1.53,0,0,0.67,0,0,0,0.57,13.1,1.15,9.95,2,10,1126.6,3146.88,24.87,0,13.4,31.46,23.54,15.63,3.12,37,"27:10"
2012,27,11,"CADIZ",2.5,29.6,4.1,2.5,3.6,0,0,0,0,0,0.2,0.2,4.03,3,0.72,0.31,6,588.32,2301.59,23.16,0,13.32,28.29,22.88,17.46,3.74,49.5,"27:11"
2012,27,12,"CASTELLON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.64,0.13,10.43,27.7,22.89,18.07,2.91,66.5,"27:12"
2012,27,13,"CIUDAD REAL",1.25,7.33,0.5,1,0.92,0,0.33,0.08,0,0,0,0.25,26.37,0,18.14,8.23,10,2418.49,3688.69,23.9,0,11.09,33.14,24.65,16.16,2.75,28,"27:13"
2012,27,14,"CORDOBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.12,0,12.8,34.35,26.37,18.37,3.42,29,"27:14"
2012,27,15,"A CORUÑA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.23,22.12,3.37,19.45,16.32,13.21,3.8,84,"27:15"
2012,27,16,"CUENCA",4,15,0,0,1.5,0,0.5,0,0,0,0,1,13.65,0.65,0,13,2,3019.54,5559.06,24.95,0,10.99,31.63,22.85,14.08,3.86,31,"27:16"
2012,27,17,"GIRONA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.43,10.15,9.64,27.94,20.77,13.6,2.41,64,"27:17"
2012,27,18,"GRANADA",3.22,12.61,4.72,1.83,1.72,0,0,0,0.11,0.28,0,0.39,32.22,0.2,6.84,25.18,6,814.39,2025.98,26.52,0,12.26,33.9,24.54,15.18,2.7,33,"27:18"
2012,27,19,"GUADALAJARA",5.7,27.4,0,0,3,0.1,0,0,0.4,0.2,0,3,158.56,60.73,0.97,96.86,7,2300.26,4050.57,23.81,0,10.65,30.21,20.46,10.7,2.68,32,"27:19"
2012,27,21,"HUELVA",1,4.5,2.5,0,2,0,0,0.5,0,0,0,0,6.6,0,6.5,0.1,2,1105.3,1844.82,23.51,0,13.8,31.14,24.09,17.02,3.36,40,"27:21"
2012,27,22,"HUESCA",2.5,8,2,3.5,2,0,0,0.5,0,0,0,0,1.52,0,0.52,1,2,734.01,3155.95,20.64,22.7,11.13,27.26,20.03,12.79,2.57,52,"27:22"
2012,27,23,"JAEN",1.5,9.75,4.5,0,1.25,0,0,0,0,0,0,0,1.73,0,1.37,0.36,3,1639.83,4319.43,25.08,0,11.99,34.39,26.26,18.15,2.58,28,"27:23"
2012,27,24,"LEON",2.33,8,1.33,9,1.33,0,0,0,0,0,0,0.33,31.12,1,4.62,25.5,3,752.53,1789.98,28.71,0.2,8.86,21.58,15.26,8.94,3.8,57,"27:24"
2012,27,25,"LLEIDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.12,13.73,10.55,28.77,22.17,15.55,1.89,57,"27:25"
2012,27,26,"LA RIOJA",6.5,10.5,0.5,4,1.5,0,0,0,0,0,0,1,8.52,3.52,3.37,1.63,2,221.51,1573.47,12.25,0,9.36,29.94,22.27,14.63,2.56,47,"27:26"
2012,27,27,"LUGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.71,8.4,3.59,21.21,16.56,11.9,2.27,76,"27:27"
2012,27,29,"MALAGA",7,42.5,6,1,4,0,0,0,0,0,0,0.5,5,0,5,0,2,1103.23,2352.66,18.16,0,11.51,30.37,24.59,18.94,2.91,48,"27:29"
2012,27,30,"MURCIA",3,12.5,0,2,3,0,2,0,0,0,0,1,9,0,9,0,2,829.5,1902.36,14,0,12.06,31.46,25.18,18.76,2.92,49,"27:30"
2012,27,32,"OURENSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.86,1.88,5.8,23.01,17.14,11.29,1.97,69,"27:32"
2012,27,33,"ASTURIAS",0,3,1,0,1,0,0,0,0,0,0,0,1.49,0.99,0.5,0,2,418.68,1137.35,24.23,6.32,4.49,19.6,15.83,12.06,2.71,77,"27:33"
2012,27,34,"PALENCIA",1,0,2,5,0,0,0,0,0,0,0,0,0.35,0.01,0,0.34,1,245.66,417.95,18.71,0,7.71,24.78,16.7,8.59,2.92,50,"27:34"
2012,27,36,"PONTEVEDRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.57,16.95,4.89,20.09,16.9,13.72,2.11,83,"27:36"
