"anho","semana","id_provincia","provincia","personal_tecnicos","personal_brigadas","personal_fuerzas_orden","personal_otros","medios_autobomba","medios_bulldozer","medios_tractores","medios_otros","aereos_aviones_anfibios","aereos_aviones_carga","aereos_helicopteros_exticion","aereos_helicopteros_transporte","total","totalar","totalnar","supernf","num_incendios","dist_1_nearest_buildup","dist_10_nearest_buildup","dir","prec","sol","tmax","tmed","tmin","velmedia","hrmedia","domain"
2008,30,33,"ASTURIAS",1,12,0,0,1.5,0,0,0,0,0,0,1,0.75,0.5,0.25,0,2,1045.46,2043.89,15.47,9.04,7.4,22.3,18.58,14.88,2.97,75,"30:33"
2008,30,34,"PALENCIA",1.33,2.33,1,10.67,1,0,2,0,0,0,0,0.33,9.36,0.16,1.05,8.15,3,3894.62,5571.46,18.79,0,9.245,28.24,19.74,11.25,3.9,47,"30:34"
2008,30,36,"PONTEVEDRA",1.42,18.61,0.56,2.83,1.89,0.17,0,0,0.17,0,0,0.53,13.33,8.91,4.42,0,10,430.9,1008.19,19.43,14.05,5.97,24.29,19.86,15.45,2.61,77,"30:36"
2008,30,37,"SALAMANCA",2.75,6.13,1.88,7.5,2.13,0,0.5,0,0,0.13,0,0.5,7.82,0,6.32,1.5,6,932.98,3039.39,21.06,0.02,12.93,31.11,21.9,12.7,3.58,47,"30:37"
2008,30,40,"SEGOVIA",1,4,2,2,3,0,0,1,0,0,0,0,0.18,0,0.18,0,1,225.02,1230.02,28.21,0,12.27,26.62,20.16,13.69,2.93,39,"30:40"
2008,30,41,"SEVILLA",1.67,8.67,0,0,1,0,0,0,0,0,0,0.33,1.01,0,1.01,0,3,1479.09,2931.66,24.18,0,12.47,36.24,27.59,18.94,2.8,45,"30:41"
2008,30,42,"SORIA",2.5,16,2,7,2.5,0,3,0,0,0.5,0,2,15.97,0,1.57,14.4,2,2784.29,6572.04,20.29,3,11.89,29.86,21.01,12.17,3.2,45,"30:42"
2008,30,43,"TARRAGONA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0.03,10.12,29.17,25.01,20.84,2.25,60.5,"30:43"
2008,30,44,"TERUEL",3,16,0,0,1,0,0,0,0,0,0,1,0.43,0.43,0,0,1,5012.55,7862.46,17.36,0,11.59,32.07,23.13,14.2,2.14,47.5,"30:44"
2008,30,45,"TOLEDO",0.52,16.15,1,3.56,1.19,0.06,0.71,0,0,0,0,0.42,89.51,9.35,40.69,39.47,12,1472.92,2767.53,25.74,0,13.34,34.4,26.63,18.87,3.38,38,"30:45"
2008,30,46,"VALENCIA",1,6,2,0,2,0,0,0,0,0,0,0,0.2,0,0.2,0,1,1176.5,1818.33,12.42,0,10.26,31.76,25.93,20.1,2.2,63,"30:46"
2008,30,47,"VALLADOLID",2.63,11.75,1.25,11,3,0,3.63,0,0,0.13,0,0.75,285.52,3.15,7.94,274.43,5,1917.97,2619.35,20.19,0,12.43,30.26,21.58,12.9,3.16,49,"30:47"
2008,30,49,"ZAMORA",1.75,19,0.5,0.25,1.5,0,0.5,0,0,0.75,0.75,0.75,46.4,38,8.4,0,4,1135.2,3414.67,18.4,0,11.95,29.34,20.99,12.63,2.83,46.5,"30:49"
2008,30,50,"ZARAGOZA",2,13,3,0.5,2,0,0,0,0,0,0,0.5,1.89,0,1.59,0.3,2,227.91,2807.04,20.6,0.2,12.29,32.43,24.22,16.02,2.18,43,"30:50"
2008,31,2,"ALBACETE",2,16,1,2,1.5,0,0.5,0,0,0,0,0.5,4.4,0.03,0.2,4.17,2,2803.57,4530.77,22.04,0,13.11,34.56,26.74,18.92,2.75,40.5,"31:2"
2008,31,3,"ALICANTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,11.06,30.96,26.04,21.14,2.38,63.5,"31:3"
2008,31,4,"ALMERIA",2,14,0,0,1,0,0,0,0,0,0,0,0.2,0,0.2,0,1,1666.04,3554.51,18.04,0,12.5,31.29,26.45,21.62,2.94,67,"31:4"
2008,31,5,"AVILA",2.25,12.75,2.75,12.5,1.5,0,0,0,0,0,0,1.5,0.79,0.35,0.44,0,4,980.04,3646.86,22.64,0,11.37,28.64,20.12,11.57,2.12,39,"31:5"
2008,31,6,"BADAJOZ",1.63,6.8,1.07,0.57,1.5,0.2,0.05,0.25,0.1,0.1,0.13,0.28,100.3,26.1,67.2,7,14,1878.73,3828.76,20.49,0,12.84,34.78,25.81,16.82,2.63,39,"31:6"
2008,31,8,"BARCELONA",4.5,58,4.5,2.25,16,0,0.5,0.75,1,0,3,0,7.17,0.17,2.3,4.7,3,1363.55,2157.37,15.1,0,11.4,29.83,25.72,21.61,3.82,60.5,"31:8"
2008,31,9,"BURGOS",3.58,16.08,2,11.42,2.42,0.17,5,0.17,0,0.33,0,1.08,1061,32.58,3.09,1025.33,8,1339.69,2690.95,18.2,0,11.94,30.35,20.65,10.96,2.81,44,"31:9"
2008,31,10,"CACERES",1.67,6.54,1.75,1.54,0.79,0,0.04,0,0,0,0,0.21,8.3,0.2,8.1,0,12,569.84,1955.54,20.51,0.02,13.19,33.76,25.64,17.52,2.44,33.5,"31:10"
2008,31,11,"CADIZ",1.67,27.67,7,0,3,0,0,0.33,0,0,0.33,0,4.03,0.19,3.79,0.05,3,453.49,929.56,23.25,0,12.72,29.46,24.08,18.7,4.04,61,"31:11"
2008,31,12,"CASTELLON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.33,1.18,11.29,29.7,24.89,20.08,3.37,63,"31:12"
2008,31,13,"CIUDAD REAL",5.33,10.67,1.83,4,1.33,0.17,0.5,1,0,0,0,0.17,24.3,0,12.3,12,4,1377.85,2500.64,23.14,0,12.01,34.7,26.52,18.33,2.24,34,"31:13"
2008,31,14,"CORDOBA",2.67,21.33,3.67,1.33,3,0.33,0,0,0,1,0,1.33,5.82,0,2.82,3,3,1785.14,4491.06,26.05,0,12.8,35.66,27.36,19.05,3.01,30,"31:14"
2008,31,15,"A CORUÑA",1,25,1.83,0.75,3.42,0.25,0.25,0,0.25,0,0,1.75,7.88,4.67,3.21,0,6,450.74,1406.05,24.08,4.53,8.11,22.4,18.41,14.43,4.63,74,"31:15"
2008,31,16,"CUENCA",2,16,0,0,0.5,0,0,0,0,0,0,1,2.32,0,0.32,2,2,4271.76,6248.71,19,0,12.43,32.46,23.24,14.01,2.29,38.5,"31:16"
2008,31,17,"GIRONA",3,10,0,0,2,0,0,0,0,0,2,0,0.6,0,0.6,0,1,921.43,1352.5,19.11,0.78,11.99,27.46,21.12,14.8,2.53,57.5,"31:17"
2008,31,18,"GRANADA",3.86,17.86,4.28,1.67,1.69,0,0,0,0,0.28,0.11,0.86,8.84,1.45,4.77,2.62,10,780.28,2256.57,22.24,0,13.06,32.67,25.55,18.43,2.79,34.5,"31:18"
2008,31,19,"GUADALAJARA",3.13,23.43,3.33,0.2,1.93,0.27,0.8,0,0,0.2,0,1.1,102.25,4,9.05,89.2,8,1999.9,3215.16,17.14,0,12.41,31.46,21.23,10.99,2.1,46,"31:19"
2008,31,21,"HUELVA",4.67,16.67,3.67,0,2.33,0,0.33,0,0,0.67,0,0.33,33.71,0.03,4.83,28.85,3,831.06,1497.23,29.4,0,13.38,31.4,25.08,18.75,3.53,43.5,"31:21"
2008,31,22,"HUESCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.57,0.44,12.36,30.28,22.27,14.24,1.89,49,"31:22"
2008,31,23,"JAEN",4.6,18.4,11.6,1,1.2,0,0.2,0.8,0,0,0,0.8,14.41,0,14.41,0,5,1150.05,2212.21,22.71,0,13.1,35.15,27.9,20.66,1.94,38.5,"31:23"
2008,31,24,"LEON",2.22,6.33,0.22,0,1,0,0,0,0,0,0,0.56,2.46,0.66,1.8,0,5,530.97,1554.33,26.37,0.38,11.95,25.89,18.27,10.66,3.39,51,"31:24"
2008,31,25,"LLEIDA",2,12,0,0,2,0,0,0,0,0,0,0,1,0,0.7,0.3,1,690.94,1414.85,18.13,0.23,12.03,31.67,24.13,16.61,1.68,45,"31:25"
2008,31,26,"LA RIOJA",3.5,15,2,0,1.5,0.5,0,1,0,1,0,0.5,12.04,0.05,11.94,0.05,2,1366.68,2404.32,12.5,0,11.8,32.14,24.19,16.19,2.34,53,"31:26"
2008,31,27,"LUGO",2.92,31.17,1.17,0.83,3.5,0.33,0,0,0.33,1.33,0,0.92,65.88,10.43,42.27,13.18,8,654.08,1462.86,25.71,1.5,9.43,27.01,19.43,11.83,2.93,64.5,"31:27"
2008,31,29,"MALAGA",13.67,112.17,23,7,7.17,0.83,0,0,1.33,1.33,2.17,3.5,169.11,3.6,86.99,78.52,4,730.65,1864.84,18.87,0,11.97,31.29,26.83,22.38,2.84,74,"31:29"
2008,31,30,"MURCIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54,0,11.23,33.54,28.01,22.49,3.08,55,"31:30"
2008,31,32,"OURENSE",2.61,17.91,1.83,0.38,2.3,0.16,0,0,0.06,0.5,0,0.68,36.71,5.04,31.67,0,14,858.22,1435.45,27.81,0.26,9.37,27.26,18.72,10.18,2.04,59,"31:32"
2008,31,33,"ASTURIAS",1.25,11,0,0.5,1,0,0,1,0,0,0.25,1,3.8,1.5,2.3,0,4,159.11,1898.16,21.09,0.99,8.47,23.04,19.16,15.26,1.99,73,"31:33"
2008,31,34,"PALENCIA",2.33,4.33,1.33,8,1,0,0.33,0.33,0,0,0,0.33,11.19,2,0.79,8.4,3,1180.18,2540.43,18.93,0,9.035,28.96,20.17,11.41,3.16,43.5,"31:34"
2008,31,36,"PONTEVEDRA",1.5,18.5,1,0.5,2,0,0,0,0,0,0,1,0.72,0.52,0.2,0,2,350.85,1183.11,24.93,9.25,9.35,22.85,18.41,13.94,2.68,73,"31:36"
2008,31,37,"SALAMANCA",2.22,10.61,2.33,17.56,2.06,0,1.39,0.33,0,0.17,0,0.44,13.53,0,9.43,4.1,6,428.24,2011.4,23.49,0.14,12.97,30.69,21.33,11.97,2.75,44.5,"31:37"
2008,31,40,"SEGOVIA",2,15,4,6,1,0,1.5,0,0,0,0,1,5.59,0,3.59,2,2,1997.47,5554.88,23.29,0,12.11,26.64,20.11,13.63,3.31,32.5,"31:40"
2008,31,41,"SEVILLA",1.8,6.2,0.5,0,1,0,0,0,0,0,0,0.2,4.2,0,2.9,1.3,7,1053.03,2686.89,24.61,0,12.67,36.38,27.34,18.29,2.58,35,"31:41"
2008,31,42,"SORIA",4,16,2,6,2,0,0,0,0,0,0,2,1.19,0,1.19,0,2,1815.36,8343.4,20.71,0,12.32,30.6,21.57,12.54,2.91,44,"31:42"
2008,31,43,"TARRAGONA",2,9.33,0.33,2.33,2,0,0,0,0,0,0,0,0.86,0,0.86,0,3,1092.74,2310.37,13.71,0,10.94,30.83,26.51,22.21,2.06,61.5,"31:43"
2008,31,44,"TERUEL",4,13,2,15,0,0,0,0,0,0,0,1,0.41,0,0.41,0,1,3066.77,4399.75,15.71,2.13,12.4,33.34,24.45,15.56,2.39,46,"31:44"
2008,31,45,"TOLEDO",0.36,13.17,1.67,1.11,0.61,0.08,0.19,0,0,0,0,0.17,8.27,0.7,6.57,1,11,803.6,2031.89,23.24,0,13.49,34.42,26.59,18.75,2.8,34,"31:45"
2008,31,46,"VALENCIA",1,10,5,2,1.5,0,0,0,0,0.5,0,0,0.39,0,0.39,0,2,642.61,1704.6,10.65,0.03,10.44,31.58,26.5,21.42,2.19,64,"31:46"
2008,31,47,"VALLADOLID",4,24,6,1,4,0,1,0,0,1,2,0,8,0.2,0,7.8,1,122.05,1063.5,23.29,0,12.71,30.42,21.52,12.63,2.73,47,"31:47"
2008,31,49,"ZAMORA",2.89,8.33,1.22,15,0.89,0,1.33,0,0,0.5,0.17,0.67,7.05,0.85,3.4,2.8,6,954.11,3429.95,22.14,0,12.28,29.63,21.09,12.56,2.37,41,"31:49"
2008,31,50,"ZARAGOZA",3.22,16.44,1.33,1,1.67,0.11,0.11,0,0,0,0,1.22,17.75,0.13,5.99,11.63,5,1542.5,2800.83,20.09,0.06,12.92,33.86,25.63,17.41,2.46,44,"31:50"
2008,32,2,"ALBACETE",6,41.5,1,3,3.5,0,0.5,0,0,1,0,1.5,4,0.5,1.5,2,2,1602.11,6185.65,17.39,0,12.66,35.56,27.52,19.48,2.79,32.5,"32:2"
2008,32,3,"ALICANTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,10.65,32.02,26.04,20.08,2.54,57.5,"32:3"
2008,32,4,"ALMERIA",4.5,25.75,2.75,0,2.25,0,0,0.5,0,0.25,0,0.75,6.65,0,6.65,0,4,849.5,1892.81,17.88,0,12.09,31.54,26.73,21.9,2.55,57,"32:4"
2008,32,5,"AVILA",2.5,18,2,15,2,0,0,0,0,0,0,0,0.33,0,0.33,0,2,1970.96,4868.04,20.62,0,11.3,29.38,20.76,12.13,2.3,37.5,"32:5"
2008,32,6,"BADAJOZ",1.4,5.61,0.38,2.35,1.11,0.08,0.16,0.11,0,0,0.03,0.32,46.03,15,17.24,13.79,14,2075.38,5352.77,25.46,0,12.2,36.53,27.39,18.23,2.3,35,"32:6"
2008,32,8,"BARCELONA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.04,0.13,9.55,30.71,26.28,21.82,4.12,54,"32:8"
2008,32,9,"BURGOS",1.5,11.5,2,3,0.5,0,0.5,0.5,0,0,0,1,1.08,0,0.32,0.76,2,1988.73,3190.46,15.93,3.23,11.37,31.08,21.37,11.65,2.72,47,"32:9"
2008,32,10,"CACERES",2.68,11.64,2.52,12.63,1.82,0,0.11,0,0,0,0,0.44,44.97,7.21,35.76,2,17,1185.46,3465.76,25.25,0,12.41,35.64,27.57,19.51,2.38,30,"32:10"
2008,32,11,"CADIZ",3,27,0,0,3,0,0,0,0,0,0,0,0.56,0,0.56,0,1,458.34,2710.68,22.52,0,11.22,29.37,24.28,19.16,3.25,67.5,"32:11"
2008,32,12,"CASTELLON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55,0.3,11.1,30.18,24.94,19.74,2.77,58,"32:12"
2008,32,13,"CIUDAD REAL",9.25,37.17,0.33,2.17,2.17,1.5,0.17,2.42,0,0.33,0.25,1.5,761.9,12,732.4,17.5,7,2504.31,5340.14,25.21,0,11.5,36.26,28.41,20.55,2.17,29,"32:13"
2008,32,14,"CORDOBA",4.5,33.5,1,0,2.5,0,0,0,0,0,0,0.5,1.36,0,1.36,0,2,691.09,3503.74,25.38,0,12.31,36.5,28.31,20.12,3.19,30,"32:14"
2008,32,15,"A CORUÑA",1.17,16.08,0.62,0.56,1.69,0,0,0,0.23,0,0.17,0.46,12.24,2.91,9.33,0,13,558.01,1389.91,22.78,5.25,5.03,22.99,18.82,14.66,3.26,75,"32:15"
2008,32,16,"CUENCA",3.5,37.33,0.33,0,2.83,0.33,0.33,0,0,1.67,0,1.33,30.1,5,7.8,17.3,4,1118.17,3320.74,15.86,0,11.93,33.87,25.56,17.23,2.46,34,"32:16"
2008,32,17,"GIRONA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52,0.45,10.21,28.68,21.82,14.99,2.34,54,"32:17"
2008,32,18,"GRANADA",6.38,22.13,5.25,1.13,2.25,0,0,0.13,0,0.38,0.38,0.88,16.71,0.31,14.43,1.97,7,1150.03,2231.82,24.89,0,12.16,33.78,26.48,19.19,2.65,31,"32:18"
2008,32,19,"GUADALAJARA",4,15,0,10,1,0,0,0,0,0,0,1,0.72,0,0.02,0.7,1,540.06,2654.09,22.79,0,12.16,32.19,21.85,11.51,2.23,45,"32:19"
2008,32,21,"HUELVA",2.5,12,0.5,4,3,0,0,0,0.5,0,0,0,1.2,0,0.3,0.9,2,987.32,1872.68,25.21,0,12.04,29.65,23.84,18.02,3,45,"32:21"
2008,32,22,"HUESCA",5.38,20,1.75,3.63,1.25,0,1.25,0.13,0,0.13,0,1.13,27.56,0.95,5.74,20.87,6,756.98,2273.77,21.4,5.13,12.29,30.62,21.98,13.34,2.17,46.5,"32:22"
2008,32,23,"JAEN",2.63,9.63,1.5,0.38,1,0,0,0.38,0,0,0,0.13,3.51,0,3.51,0,6,1839.37,2892.32,27.36,0.5,12.5,37.05,29.36,21.67,2.2,34,"32:23"
2008,32,24,"LEON",2.9,11.8,0.53,0.33,1.13,0.2,0.1,0,0.13,0,0.2,1,32.44,15.02,15.42,2,12,877.63,1966.5,28.81,1.65,11.81,26.97,19.33,11.68,3.29,51,"32:24"
2008,32,25,"LLEIDA",2,38,0,0,7,0,0,0,0,2,0,0,1.7,0,1.7,0,1,2416.14,2729.27,20.07,3.58,10.99,31.61,23.63,15.65,1.53,45.5,"32:25"
2008,32,26,"LA RIOJA",5.17,18,1.5,0.5,1.67,0,0.67,0.5,0,0.67,0,0.67,11.29,0,1.29,10,4,1929.92,3685.6,28.17,3,11.03,32.34,23.96,15.6,2.37,56,"32:26"
2008,32,27,"LUGO",1.15,15.15,0.7,0.8,2.25,0.1,0.05,0.05,0.1,1.55,0,1,16.57,4.87,9.15,2.55,11,445.72,1088.1,23.57,6.8,7.07,26.91,19.87,12.81,2.11,67,"32:27"
2008,32,29,"MALAGA",8.75,41.5,3,1.25,3.5,0,0,0,0,0,0,1,4.37,0,2.7,1.67,3,525.66,1421.78,17.73,0,11.87,32.17,27.5,22.79,2.71,61.5,"32:29"
2008,32,30,"MURCIA",4.5,18,4,7,2.5,0,0,0,0,0,0.5,1,4.64,0.18,0.26,4.2,2,1905.59,3004.53,13,0,11.73,35.25,28.35,21.46,3.09,44.5,"32:30"
2008,32,32,"OURENSE",2.04,17.5,0.86,0,1.64,0,0,0,0,0.22,0,0.63,14.48,1.22,11.66,1.6,14,859.48,1729.71,29.52,0.22,8.63,29.15,20.55,11.99,1.99,55,"32:32"
2008,32,33,"ASTURIAS",0.62,10.94,0.83,0,0.61,0,0,0.87,0,0,0.08,0.45,39.66,4.26,35.4,0,18,806.09,1681.91,16.4,11.07,6.24,22.81,19.33,15.86,2.04,75,"32:33"
2008,32,34,"PALENCIA",3,16.83,0.67,3.33,2.33,0,0.83,0.33,0,0,0,1,73.51,1,34.81,37.7,4,1479.6,2605.72,12,0,9.64,30.11,21.28,12.45,3.01,41.5,"32:34"
2008,32,36,"PONTEVEDRA",1.33,13.6,1.88,0.25,1.71,0,0,0,0.08,0.25,0,0.33,4.02,2.37,1.65,0,10,286.49,1094.82,28.71,2.95,8.97,24.02,18.99,13.94,2.59,74,"32:36"
2008,32,37,"SALAMANCA",2.19,9.88,2.39,13.55,2.62,0,2.14,0.1,0,0.37,0,0.55,93.23,2.6,20.55,70.08,20,1382.52,4053.54,21.52,0.04,12.94,32.65,22.83,13.03,2.67,42,"32:37"
2008,32,40,"SEGOVIA",28,124.33,75,17.67,18,4.33,0.33,2,0.67,0.67,0.33,4,999.16,902.87,58.27,38.02,3,1841.32,2719.49,19.43,0,12.23,28.04,21.72,15.42,3.01,31.5,"32:40"
2008,32,41,"SEVILLA",2.33,7.17,0,0,0.5,0,0,0,0,0,0,0,2.28,0,2.28,0,4,735.1,2640.67,23.93,0,11.97,36.48,27.7,18.9,2.55,41,"32:41"
2008,32,42,"SORIA",11,77,8,0,9,2,2,0,1,1,0,1,69.64,4.05,12.31,53.28,1,865.27,4854.69,17.29,0,11.16,31.77,22.49,13.2,3.19,46,"32:42"
2008,32,43,"TARRAGONA",2.5,16,2,1,2,0,0,0,0,0,0,0,0.51,0.23,0.28,0,2,478.55,1414.25,20.68,0,10.12,31.11,26.46,21.8,2.4,60.5,"32:43"
2008,32,44,"TERUEL",3,19,2,0,3,0,0,0,0,0,0,1,0.14,0.14,0,0,1,71.12,6439.76,16.57,5.65,11.11,33.44,24.5,15.53,2.4,48,"32:44"
2008,32,45,"TOLEDO",1.13,14.5,1.63,5.63,1.13,0,0.38,0,0,0,0,0.25,35.85,19.48,1.37,15,7,1228.88,3139.96,25.17,0,12.7,36.27,27.99,19.7,3.14,28,"32:45"
2008,32,46,"VALENCIA",1,45,8,0,4,0,0,0,0,3,0,1,2.2,0,2.2,0,1,652.77,1790.29,13,0.09,9.74,32.68,27.07,21.46,2.36,59.5,"32:46"
2008,32,47,"VALLADOLID",2.25,7.25,2.5,9.5,1.75,0,0.5,0.25,0,0.25,0.25,0,9.7,0,6.2,3.5,4,1588.27,2914.38,19.48,0.63,12.24,31.99,22.81,13.63,2.73,45,"32:47"
2008,32,49,"ZAMORA",2.2,7.85,1.3,7.2,1.4,0.3,0.35,0,0,0.7,1.15,0.05,61.39,0.11,47.28,14,9,1437.72,4369.93,18.74,0,11.43,31.12,22.16,13.18,2.21,41,"32:49"
2008,32,50,"ZARAGOZA",33,148.33,132,11.33,14,2.33,5.67,3.67,2,1.33,1,3,2514.12,1911.16,220.78,382.18,3,1932.53,5038.18,19.37,2.65,11.99,33.92,25.57,17.22,2.37,45,"32:50"
2008,33,2,"ALBACETE",6,37,0,0,2,0,0,0,0,2,0,2,0.45,0,0.45,0,1,1959.9,6091.46,23.5,0,11.98,32.31,25.2,18.08,3.68,40.5,"33:2"
2008,33,3,"ALICANTE",1.5,36,13.25,1,4.5,0,0,0,0,0.75,1,1.5,34.5,7,21.5,6,3,798.18,1705.41,13.05,0.43,9.37,31.39,25.7,20.04,2.9,53,"33:3"
2008,33,4,"ALMERIA",6,32,2,0,2,0,0,0,0,1,0,2,4,0,3.3,0.7,1,1569.91,2517.05,19.04,0,11.17,30.7,26.03,21.34,2.94,63,"33:4"
2008,33,5,"AVILA",2,5,0,3,0,0,0,0,0,0,0,1,2,0,2,0,1,4964.54,5686.64,26.38,0.95,10.09,24.19,16.06,7.92,2.24,46,"33:5"
2008,33,6,"BADAJOZ",1.79,6.14,1.07,6.71,0.93,0,0.07,0,0,0,0,0.07,29.11,0.6,23.01,5.5,10,1599.29,3553.88,24.77,0,10.87,31.17,23.23,15.28,2.83,47,"33:6"
2008,33,8,"BARCELONA",2,20,4,2,5,0,0,1,0,0,0,0,0.99,0,0.99,0,1,58.48,654.52,17.77,1.71,7.53,28.31,24,19.69,3.67,55.5,"33:8"
2008,33,9,"BURGOS",3.89,17.56,2,1.67,2.78,0.56,4.33,0.22,0,0.56,0,1.67,112.72,4.9,30.83,76.99,5,2111.48,3574.53,21.49,6.27,9.87,25.15,17.55,9.94,3.1,52,"33:9"
2008,33,10,"CACERES",2.5,15.52,3.12,2.33,2.23,0.05,0,0.1,0.07,0,0.1,0.45,80.24,5.79,69.45,5,16,1886.14,3847.92,25.5,0.78,11.23,29.74,22.61,15.5,3.3,41,"33:10"
2008,33,11,"CADIZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.61,0,11.9,28.38,23.54,18.68,3.84,60,"33:11"
2008,33,12,"CASTELLON",6,47,11,0,7.5,0,0,0,1,2.5,1.5,1,9.1,9.1,0,0,2,327.82,1734.47,17.05,0.23,8.53,27.98,23.05,18.11,3.15,60,"33:12"
2008,33,13,"CIUDAD REAL",5.08,13.13,1.5,6.42,1.5,0.58,1.58,1.04,0,0,0,0.96,136.97,0,69.97,67,7,2145.91,4992.34,24.45,0,10.43,31.08,24.27,17.45,2.18,38.5,"33:13"
2008,33,14,"CORDOBA",5.25,33.5,3,0,4.25,0.25,0,0.25,0,1,0,1,63.34,0,44.02,19.32,4,3662.91,5313.92,25.86,0,11.51,32.85,25.25,17.64,3.37,34,"33:14"
2008,33,15,"A CORUÑA",1,6,0,0,1,0,0,0,0,0,0,0,0.3,0,0.25,0.05,1,792.26,1560.42,24.54,33.84,5.37,20.29,16.74,13.21,5.04,73,"33:15"
2008,33,16,"CUENCA",2,11,2,12,1,0,0,0,0,0,0,0,1.2,0,0.1,1.1,1,38.98,1971.43,24.14,0,9.86,28.42,20.51,12.62,2.39,38,"33:16"
2008,33,17,"GIRONA",4.5,53,2.5,3,13,0,0,0,0,1,0.5,0,5.78,1.02,4.76,0,3,457.24,1252.87,21.12,7.88,6.67,23.67,18.29,12.9,2.72,56,"33:17"
2008,33,18,"GRANADA",19,14.67,6,1.67,2,0,0,0.67,0,0.33,0.33,0.67,29.21,0,25.05,4.16,3,1661.03,3937.88,26.2,0,11.9,31.88,24.89,17.91,2.76,35,"33:18"
2008,33,19,"GUADALAJARA",2.67,17.25,2.17,2,1.75,0,1.13,0,0,0.46,0,0.5,19.65,4.5,2.25,12.9,8,950.24,2117.49,25.5,0,9.51,26.54,18.17,9.82,2.46,48,"33:19"
2008,33,21,"HUELVA",4.92,34.92,4.67,0.25,3.17,0.25,0.33,0,0,0.92,0.25,1.33,50.22,38.97,8.07,3.18,8,1623.53,4096.69,30.6,0,12.76,30.65,24.18,17.72,3.7,48,"33:21"
2008,33,22,"HUESCA",4.5,3.5,5,0,3,0,0,0,0,0,0.5,1,10,2.5,7.5,0,2,497.43,1184.12,21.21,2.8,8.87,23.52,17.36,11.22,1.93,62,"33:22"
2008,33,23,"JAEN",3.25,15,3.25,5.63,1.5,0,0,0.25,0,0.38,0.25,0.38,17.63,0,17.13,0.5,5,2178.87,4190.13,25.52,0.03,12.4,34.57,26.78,19.03,2.18,39,"33:23"
2008,33,24,"LEON",5,20.72,10.22,4.33,2.75,1,0,0,0.17,0.17,0.53,1.72,618.76,157,455.46,6.3,12,973.62,2303.64,25.02,6.75,8.71,21.32,15.31,9.31,3.81,59,"33:24"
2008,33,25,"LLEIDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.65,7.51,8.86,26.28,19.99,13.7,1.44,51.5,"33:25"
2008,33,26,"LA RIOJA",4,21,0,2,2,0,1,2,0,2,0,1,0.5,0.5,0,0,1,1952.21,3149.14,26.75,3.2,9.03,27.54,21.21,14.87,2.06,54.5,"33:26"
2008,33,27,"LUGO",1.38,13.75,1,1.25,2.38,0.13,0.38,0,0.25,1.63,0,0.75,11.22,3,7.44,0.78,6,737,1185.42,26,24.1,3.7,22.56,17.01,11.47,3.3,74,"33:27"
2008,33,29,"MALAGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.76,0,11.44,32.55,27.51,22.48,3.2,56,"33:29"
2008,33,30,"MURCIA",5,24.17,4,6.67,2.67,0,0,0,0,0,0.17,0.83,5.36,3.2,2.16,0,4,3138.25,4002.14,16.27,0,10.39,33.83,27.79,21.76,3.15,47,"33:30"
2008,33,32,"OURENSE",1.81,14.53,0.72,0.17,1.69,0.06,0,0,0.11,0.44,0,0.36,36.2,0,36.2,0,10,1097.81,2077.4,29.5,10.27,6.66,23.02,16.67,10.32,2.46,63.5,"33:32"
2008,33,33,"ASTURIAS",0.5,6.5,0,0,0,0,0,0.5,0,0,0,0.5,1.5,0,1.5,0,2,2448.33,4516.28,24.8,20.43,7.11,21.13,17.26,13.4,3.2,72,"33:33"
2008,33,34,"PALENCIA",2.5,8,2.5,9,3,0,3.5,0,0,0,0,0,54.65,0,5.61,49.04,2,2613,6254.12,22.57,1.05,9.93,23.66,16.42,9.19,3.69,52,"33:34"
2008,33,36,"PONTEVEDRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.36,36.6,5.99,20.4,17.01,13.59,2.76,75,"33:36"
2008,33,37,"SALAMANCA",1.94,29.03,2.06,13.56,1.83,0,0.33,0,0,0.39,0,0.67,13.27,0.1,10.04,3.13,11,2169.81,4444.71,26.21,1.47,10.64,26.13,18.15,10.19,3.42,50,"33:37"
2008,33,40,"SEGOVIA",6,11,2,30,3,0,0,0,0,0,0,1,2.78,0,2.78,0,1,1230.25,3979.68,26.71,3.15,10.04,21.56,15.49,9.42,2.95,48.5,"33:40"
