"anho"|"semana"|"id_provincia"|"provincia"|"personal_tecnicos"|"personal_brigadas"|"personal_fuerzas_orden"|"personal_otros"|"medios_autobomba"|"medios_bulldozer"|"medios_tractores"|"medios_otros"|"aereos_aviones_anfibios"|"aereos_aviones_carga"|"aereos_helicopteros_exticion"|"aereos_helicopteros_transporte"|"total"|"totalar"|"totalnar"|"supernf"|"num_incendios"|"dist_1_nearest_buildup"|"dist_10_nearest_buildup"
"2009"|"22"|12|"CASTELLON"|"2.00"|"11.00"|"0.00"|"8.00"|"2.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.80"|"0.00"|"0.80"|"0"|"1"|"1293.91"|"3337.62"
"2009"|"22"|13|"CIUDAD REAL"|"2.38"|"9.75"|"0.25"|"0.75"|"0.88"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.13"|"29.05"|"0.00"|"11.05"|"18.00"|"5"|"3055.46"|"5443.90"
"2009"|"22"|14|"CORDOBA"|"2.50"|"10.00"|"1.00"|"0.00"|"2.00"|"0.00"|"0.50"|"0.00"|"0.00"|"1.00"|"0.00"|"0.50"|"2.20"|"0.00"|"2.20"|"0"|"2"|"2888.71"|"7768.76"
"2009"|"22"|15|"A CORUÑA"|"1.00"|"3.56"|"0.00"|"0.44"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"8.91"|"5.81"|"3.10"|"0"|"9"|"395.97"|"983.64"
"2009"|"22"|16|"CUENCA"|"1.00"|"5.00"|"0.00"|"0.00"|"0.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"16.40"|"1.40"|"15.00"|"0"|"2"|"1649.16"|"2822.38"
"2009"|"22"|17|"GIRONA"|"1.75"|"8.25"|"2.50"|"0.50"|"2.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.25"|"0.25"|"0.00"|"1.50"|"1.50"|"0.00"|"0"|"4"|"854.93"|"1528.29"
"2009"|"22"|18|"GRANADA"|"4.25"|"18.25"|"3.50"|"2.50"|"1.75"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.25"|"1.91"|"0.33"|"1.28"|"0.30"|"4"|"654.61"|"1678.57"
"2009"|"22"|19|"GUADALAJARA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"22"|21|"HUELVA"|"5.40"|"32.77"|"3.17"|"0.27"|"4.07"|"0.07"|"0.13"|"0.00"|"0.00"|"0.63"|"0.00"|"1.70"|"249.36"|"67.98"|"100.87"|"80.51"|"8"|"977.81"|"1502.95"
"2009"|"22"|22|"HUESCA"|"1.00"|"3.00"|"0.00"|"4.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"0.00"|"0.50"|"0"|"1"|"1179.75"|"2544.80"
"2009"|"22"|23|"JAEN"|"3.67"|"16.00"|"6.00"|"0.00"|"2.33"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.33"|"63.12"|"0.01"|"62.41"|"0.70"|"3"|"738.64"|"1507.40"
"2009"|"22"|24|"LEON"|"1.13"|"3.19"|"0.13"|"0.25"|"0.81"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.38"|"0.00"|"13.33"|"7.80"|"5.53"|"0"|"8"|"1848.55"|"3367.56"
"2009"|"22"|25|"LLEIDA"|"1.33"|"20.67"|"2.00"|"1.00"|"5.50"|"0.00"|"0.17"|"0.00"|"0.00"|"0.33"|"0.33"|"0.00"|"30.12"|"19.20"|"7.72"|"3.20"|"4"|"1216.78"|"2100.05"
"2009"|"22"|26|"LA RIOJA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"22"|27|"LUGO"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"22"|29|"MALAGA"|"2.00"|"10.00"|"2.00"|"0.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.40"|"0.00"|"0.10"|"0.30"|"1"|"1265.05"|"4182.40"
"2009"|"22"|30|"MURCIA"|"8.00"|"43.00"|"6.00"|"13.00"|"5.00"|"0.00"|"0.00"|"3.00"|"0.00"|"0.00"|"0.00"|"2.00"|"6.20"|"6.20"|"0.00"|"0"|"1"|"5646.68"|"6767.12"
"2009"|"22"|32|"OURENSE"|"2.25"|"7.88"|"0.00"|"0.00"|"1.75"|"0.00"|"0.00"|"0.00"|"0.25"|"0.00"|"0.00"|"0.25"|"10.77"|"6.67"|"4.10"|"0"|"6"|"1554.06"|"2669.24"
"2009"|"22"|33|"ASTURIAS"|"0.00"|"2.48"|"0.00"|"0.00"|"0.12"|"0.00"|"0.00"|"0.24"|"0.00"|"0.00"|"0.00"|"0.61"|"39.30"|"0.15"|"39.15"|"0"|"20"|"1014.79"|"2200.62"
"2009"|"22"|34|"PALENCIA"|"1.75"|"3.50"|"0.50"|"1.50"|"1.00"|"0.75"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"55.51"|"0.30"|"55.21"|"0"|"4"|"1679.56"|"3492.76"
"2009"|"22"|36|"PONTEVEDRA"|"1.67"|"10.58"|"1.58"|"3.67"|"2.56"|"0.17"|"0.08"|"0.08"|"0.15"|"0.00"|"0.00"|"0.56"|"61.29"|"50.18"|"11.11"|"0"|"11"|"530.53"|"1230.55"
"2009"|"22"|37|"SALAMANCA"|"1.00"|"4.00"|"1.50"|"5.50"|"1.50"|"0.00"|"0.00"|"0.25"|"0.00"|"0.00"|"0.00"|"0.50"|"12.10"|"0.00"|"12.10"|"0"|"3"|"2115.53"|"5283.02"
"2009"|"22"|40|"SEGOVIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"22"|41|"SEVILLA"|"2.50"|"9.00"|"2.00"|"0.00"|"1.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"0.00"|"0.50"|"1.20"|"0.04"|"1.16"|"0"|"2"|"3214.11"|"7325.18"
"2009"|"22"|42|"SORIA"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.25"|"0.00"|"0.25"|"0"|"1"|"2745.53"|"6357.12"
"2009"|"22"|43|"TARRAGONA"|"2.25"|"23.00"|"1.50"|"0.00"|"6.75"|"0.00"|"0.00"|"0.00"|"0.50"|"0.00"|"0.50"|"0.00"|"3.87"|"3.00"|"0.67"|"0.20"|"4"|"3218.25"|"4395.14"
"2009"|"22"|44|"TERUEL"|"1.50"|"9.50"|"3.75"|"6.50"|"2.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"0.82"|"0.30"|"0.52"|"0"|"3"|"1149.36"|"2589.32"
"2009"|"22"|45|"TOLEDO"|"1.17"|"4.33"|"0.75"|"1.25"|"0.67"|"0.00"|"0.25"|"0.00"|"0.00"|"0.00"|"0.00"|"0.25"|"11.95"|"0.00"|"11.95"|"0"|"6"|"2034.43"|"3630.79"
"2009"|"22"|46|"VALENCIA"|"2.00"|"14.83"|"2.33"|"0.67"|"2.17"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.33"|"3.75"|"0.40"|"2.85"|"0.50"|"4"|"903.86"|"1449.94"
"2009"|"22"|47|"VALLADOLID"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"22"|49|"ZAMORA"|"0.88"|"6.75"|"0.17"|"0.25"|"0.46"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.25"|"0.08"|"34.52"|"0.62"|"31.50"|"2.40"|"7"|"1318.56"|"3233.74"
"2009"|"22"|50|"ZARAGOZA"|"6.00"|"18.00"|"1.33"|"9.00"|"1.67"|"0.33"|"0.33"|"0.00"|"0.00"|"0.00"|"0.00"|"1.00"|"2.05"|"1.10"|"0.02"|"0.93"|"3"|"3724.07"|"5831.60"
"2009"|"23"|2|"ALBACETE"|"4.83"|"22.58"|"6.33"|"2.00"|"2.58"|"0.08"|"0.25"|"0.00"|"0.00"|"0.58"|"0.00"|"1.17"|"19.95"|"11.00"|"8.95"|"0"|"6"|"3162.18"|"6327.24"
"2009"|"23"|3|"ALICANTE"|"1.00"|"18.00"|"2.00"|"10.00"|"12.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.00"|"1.00"|"0.00"|"1.00"|"0"|"1"|"450.09"|"753.16"
"2009"|"23"|4|"ALMERIA"|"3.50"|"12.50"|"2.75"|"0.00"|"1.25"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"1.00"|"0.00"|"6.87"|"0.00"|"6.21"|"0.66"|"4"|"1634.87"|"2416.14"
"2009"|"23"|5|"AVILA"|"2.50"|"3.00"|"2.00"|"4.50"|"0.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"2.10"|"0.00"|"2.10"|"0"|"2"|"2237.86"|"2987.00"
"2009"|"23"|6|"BADAJOZ"|"2.58"|"7.83"|"0.75"|"1.88"|"0.67"|"0.08"|"0.21"|"0.29"|"0.08"|"0.00"|"0.08"|"0.58"|"161.69"|"85.12"|"52.07"|"24.50"|"14"|"3176.75"|"6251.83"
"2009"|"23"|8|"BARCELONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"23"|9|"BURGOS"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"23"|10|"CACERES"|"1.80"|"8.80"|"1.70"|"3.50"|"1.40"|"0.00"|"0.00"|"0.20"|"0.00"|"0.00"|"0.00"|"0.10"|"13.45"|"0.50"|"12.95"|"0"|"9"|"1062.13"|"3070.29"
"2009"|"23"|11|"CADIZ"|"4.33"|"31.00"|"8.00"|"0.00"|"2.33"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.00"|"3.48"|"0.00"|"3.48"|"0"|"3"|"1382.85"|"2024.96"
"2009"|"23"|12|"CASTELLON"|"5.50"|"44.00"|"7.50"|"1.50"|"4.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.50"|"0.00"|"1.50"|"5.30"|"5.20"|"0.10"|"0"|"2"|"842.88"|"2326.97"
"2009"|"23"|13|"CIUDAD REAL"|"2.00"|"6.00"|"0.00"|"0.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.11"|"0.00"|"0.10"|"0.01"|"1"|"549.53"|"1618.29"
"2009"|"23"|14|"CORDOBA"|"2.00"|"8.00"|"2.67"|"2.00"|"2.67"|"0.00"|"1.33"|"0.00"|"0.00"|"0.00"|"0.00"|"0.67"|"68.88"|"0.00"|"57.33"|"11.55"|"3"|"5161.76"|"7328.95"
"2009"|"23"|15|"A CORUÑA"|"1.33"|"5.00"|"0.17"|"0.08"|"0.92"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"8.84"|"3.45"|"5.39"|"0"|"8"|"615.28"|"1355.53"
"2009"|"23"|16|"CUENCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"23"|17|"GIRONA"|"2.00"|"10.00"|"2.00"|"0.00"|"3.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.00"|"1.00"|"0.00"|"0"|"1"|"187.40"|"429.01"
"2009"|"23"|18|"GRANADA"|"6.00"|"0.00"|"0.00"|"0.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.23"|"0.00"|"0.23"|"0"|"1"|"1300.59"|"2265.30"
"2009"|"23"|19|"GUADALAJARA"|"3.00"|"19.67"|"0.00"|"0.00"|"1.67"|"0.33"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.67"|"3.04"|"0.80"|"2.24"|"0"|"3"|"3071.58"|"4526.54"
"2009"|"23"|21|"HUELVA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"23"|22|"HUESCA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"23"|23|"JAEN"|"15.00"|"77.00"|"8.00"|"7.00"|"4.00"|"0.00"|"0.00"|"0.00"|"0.00"|"4.00"|"0.00"|"4.00"|"43.71"|"5.50"|"37.61"|"0.60"|"1"|"3480.02"|"5079.49"
"2009"|"23"|24|"LEON"|"0.56"|"1.67"|"0.33"|"1.44"|"0.78"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.33"|"0.00"|"41.18"|"1.08"|"40.10"|"0"|"5"|"883.41"|"2600.79"
"2009"|"23"|25|"LLEIDA"|"2.00"|"7.00"|"0.00"|"0.00"|"2.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.64"|"0.00"|"0.24"|"0.40"|"1"|"1906.47"|"2652.06"
"2009"|"23"|26|"LA RIOJA"|"4.00"|"6.00"|"2.00"|"1.00"|"1.00"|"0.00"|"0.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.27"|"0.00"|"0.27"|"0"|"1"|"429.83"|"1525.59"
"2009"|"23"|27|"LUGO"|"2.00"|"12.50"|"1.00"|"1.00"|"3.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"1.00"|"0.95"|"0.05"|"0"|"2"|"577.71"|"1227.66"
"2009"|"23"|29|"MALAGA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"23"|30|"MURCIA"|"2.00"|"13.00"|"0.00"|"6.00"|"3.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.00"|"0.26"|"0.00"|"0.26"|"0"|"1"|"1773.95"|"3913.78"
"2009"|"23"|32|"OURENSE"|"1.78"|"11.78"|"0.22"|"1.44"|"0.94"|"0.11"|"0.11"|"0.00"|"0.11"|"0.00"|"0.00"|"0.39"|"27.51"|"16.71"|"10.80"|"0"|"8"|"1049.20"|"2014.74"
"2009"|"23"|33|"ASTURIAS"|"0.00"|"3.83"|"0.13"|"0.40"|"0.27"|"0.00"|"0.00"|"0.67"|"0.00"|"0.00"|"0.00"|"0.87"|"41.70"|"4.50"|"37.20"|"0"|"8"|"778.17"|"1524.01"
"2009"|"23"|34|"PALENCIA"|"1.25"|"0.00"|"0.00"|"2.75"|"0.75"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"13.77"|"12.37"|"1.30"|"0.10"|"4"|"2672.45"|"4111.10"
"2009"|"23"|36|"PONTEVEDRA"|"0.67"|"5.33"|"2.00"|"1.50"|"1.17"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.27"|"0.74"|"0.53"|"0"|"5"|"571.50"|"1155.17"
"2009"|"23"|37|"SALAMANCA"|"1.25"|"3.75"|"1.00"|"4.75"|"1.50"|"0.00"|"0.25"|"0.25"|"0.00"|"0.00"|"0.00"|"0.50"|"3.28"|"0.00"|"2.60"|"0.68"|"4"|"3681.94"|"6290.22"
"2009"|"23"|40|"SEGOVIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"23"|41|"SEVILLA"|"6.50"|"15.50"|"1.50"|"2.00"|"1.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"0.00"|"1.50"|"8.20"|"2.20"|"6.00"|"0"|"2"|"1102.16"|"3880.42"
"2009"|"23"|42|"SORIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"23"|43|"TARRAGONA"|"2.00"|"9.00"|"0.00"|"0.00"|"4.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.20"|"0.20"|"0.00"|"0"|"1"|"4030.80"|"5750.50"
"2009"|"23"|44|"TERUEL"|"4.75"|"17.00"|"1.50"|"1.50"|"2.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.00"|"1.63"|"1.63"|"0.00"|"0"|"3"|"3395.72"|"4019.43"
"2009"|"23"|45|"TOLEDO"|"1.00"|"5.50"|"0.00"|"0.67"|"0.67"|"0.00"|"0.33"|"0.00"|"0.00"|"0.00"|"0.00"|"0.17"|"1.83"|"0.00"|"1.83"|"0"|"4"|"4256.02"|"6205.97"
"2009"|"23"|46|"VALENCIA"|"1.00"|"19.88"|"3.50"|"0.50"|"1.63"|"0.00"|"0.00"|"0.00"|"0.00"|"0.25"|"0.00"|"0.13"|"6.10"|"2.90"|"1.40"|"1.80"|"6"|"430.79"|"1010.30"
"2009"|"23"|47|"VALLADOLID"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"23"|49|"ZAMORA"|"3.50"|"13.00"|"0.00"|"0.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"0.00"|"3.31"|"0.00"|"3.31"|"0"|"2"|"2405.91"|"4311.91"
"2009"|"23"|50|"ZARAGOZA"|"1.50"|"8.00"|"1.00"|"0.00"|"0.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"2.96"|"0.00"|"2.96"|"0"|"2"|"804.01"|"3139.14"
"2009"|"24"|2|"ALBACETE"|"5.13"|"16.75"|"24.50"|"0.38"|"2.13"|"0.25"|"0.00"|"0.13"|"0.00"|"0.75"|"0.00"|"0.75"|"573.62"|"2.00"|"571.62"|"0"|"5"|"4859.62"|"7625.99"
"2009"|"24"|3|"ALICANTE"|"1.00"|"17.50"|"5.00"|"0.50"|"1.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"0.00"|"0.50"|"0.65"|"0.25"|"0.30"|"0.10"|"2"|"511.03"|"1554.00"
"2009"|"24"|4|"ALMERIA"|"2.00"|"7.00"|"2.00"|"1.00"|"0.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"1.03"|"0.00"|"0.98"|"0.05"|"2"|"916.26"|"2133.60"
"2009"|"24"|5|"AVILA"|"1.00"|"21.00"|"0.00"|"10.00"|"2.00"|"0.00"|"0.00"|"0.00"|"1.00"|"0.00"|"2.00"|"1.00"|"0.68"|"0.68"|"0.00"|"0"|"1"|"5146.03"|"5593.54"
"2009"|"24"|6|"BADAJOZ"|"3.00"|"15.38"|"2.13"|"1.75"|"2.63"|"0.00"|"0.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.75"|"36.60"|"0.00"|"19.60"|"17.00"|"6"|"996.75"|"3877.90"
"2009"|"24"|8|"BARCELONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|9|"BURGOS"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|10|"CACERES"|"2.00"|"22.00"|"2.00"|"14.00"|"3.00"|"0.00"|"0.00"|"1.00"|"0.00"|"0.00"|"0.00"|"1.00"|"6.50"|"5.00"|"1.50"|"0"|"1"|"839.10"|"1941.69"
"2009"|"24"|11|"CADIZ"|"1.50"|"9.00"|"2.00"|"0.75"|"1.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.42"|"0.00"|"1.42"|"0"|"3"|"813.94"|"1472.97"
"2009"|"24"|12|"CASTELLON"|"3.50"|"43.75"|"5.00"|"0.75"|"4.75"|"0.00"|"0.00"|"0.00"|"0.25"|"2.25"|"0.50"|"1.50"|"14.51"|"9.28"|"2.70"|"2.53"|"4"|"1875.17"|"3184.51"
"2009"|"24"|13|"CIUDAD REAL"|"3.33"|"29.67"|"2.07"|"6.13"|"1.87"|"0.00"|"0.20"|"0.00"|"0.00"|"0.00"|"0.00"|"1.47"|"15.70"|"0.00"|"10.00"|"5.70"|"7"|"2275.67"|"4530.03"
"2009"|"24"|14|"CORDOBA"|"1.67"|"9.11"|"1.78"|"0.00"|"2.22"|"0.00"|"0.11"|"0.00"|"0.00"|"0.44"|"0.00"|"0.33"|"3.33"|"0.64"|"2.69"|"0"|"5"|"2009.52"|"4518.90"
"2009"|"24"|15|"A CORUÑA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|16|"CUENCA"|"1.25"|"4.00"|"1.00"|"5.00"|"0.50"|"0.00"|"2.25"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"25.01"|"0.00"|"1.51"|"23.50"|"3"|"1729.49"|"4624.07"
"2009"|"24"|17|"GIRONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|18|"GRANADA"|"8.00"|"42.25"|"3.50"|"1.50"|"3.58"|"0.00"|"0.00"|"0.00"|"0.00"|"1.08"|"0.00"|"2.17"|"22.94"|"11.92"|"10.02"|"1.00"|"6"|"579.08"|"1037.45"
"2009"|"24"|19|"GUADALAJARA"|"10.00"|"58.50"|"0.00"|"0.00"|"6.50"|"0.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"2.50"|"6.24"|"6.24"|"0.00"|"0"|"2"|"1798.68"|"6936.13"
"2009"|"24"|21|"HUELVA"|"2.44"|"24.72"|"3.44"|"0.00"|"2.67"|"0.00"|"0.00"|"0.00"|"0.00"|"0.56"|"0.00"|"1.00"|"13.37"|"10.00"|"3.37"|"0"|"6"|"1433.24"|"4244.64"
"2009"|"24"|22|"HUESCA"|"3.25"|"14.25"|"1.50"|"4.38"|"2.25"|"0.00"|"0.00"|"0.75"|"0.00"|"0.00"|"0.00"|"0.75"|"13.38"|"1.30"|"2.48"|"9.60"|"5"|"2090.57"|"4649.90"
"2009"|"24"|23|"JAEN"|"3.50"|"13.50"|"5.00"|"2.50"|"1.50"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"0.00"|"1.50"|"14.24"|"0.00"|"14.04"|"0.20"|"2"|"1390.09"|"3472.78"
"2009"|"24"|24|"LEON"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|25|"LLEIDA"|"2.33"|"26.00"|"1.56"|"0.67"|"8.44"|"0.00"|"0.00"|"0.00"|"0.00"|"0.33"|"1.11"|"0.00"|"328.41"|"0.85"|"29.60"|"297.96"|"5"|"1521.46"|"3162.76"
"2009"|"24"|26|"LA RIOJA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|27|"LUGO"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|29|"MALAGA"|"6.38"|"30.63"|"1.00"|"0.50"|"1.88"|"0.00"|"0.00"|"0.00"|"0.00"|"0.50"|"0.00"|"1.50"|"35.71"|"0.00"|"29.67"|"6.04"|"5"|"1094.43"|"2180.71"
"2009"|"24"|30|"MURCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|32|"OURENSE"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|33|"ASTURIAS"|"0.00"|"5.00"|"0.00"|"0.00"|"1.00"|"0.00"|"0.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.30"|"0.00"|"0.30"|"0"|"1"|"855.22"|"1405.85"
"2009"|"24"|34|"PALENCIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|36|"PONTEVEDRA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|37|"SALAMANCA"|"1.13"|"6.13"|"1.50"|"8.00"|"1.50"|"0.00"|"0.00"|"0.13"|"0.00"|"0.13"|"0.00"|"0.50"|"43.55"|"0.00"|"43.49"|"0.06"|"6"|"2232.27"|"3474.59"
"2009"|"24"|40|"SEGOVIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|41|"SEVILLA"|"5.50"|"26.25"|"2.00"|"2.50"|"1.75"|"0.00"|"0.25"|"0.00"|"0.00"|"0.50"|"0.00"|"1.75"|"40.88"|"12.51"|"28.37"|"0"|"3"|"2310.66"|"3571.17"
"2009"|"24"|42|"SORIA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|43|"TARRAGONA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
"2009"|"24"|44|"TERUEL"|"3.00"|"15.00"|"2.00"|"0.00"|"1.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"0.00"|"1.00"|"0.11"|"0.11"|"0.00"|"0"|"1"|"5359.04"|"10586.39"
"2009"|"24"|45|"TOLEDO"|"2.77"|"14.77"|"2.33"|"0.73"|"0.73"|"0.20"|"0.00"|"0.20"|"0.00"|"0.00"|"0.00"|"0.63"|"34.80"|"0.50"|"27.70"|"6.60"|"9"|"1345.70"|"2587.65"
"2009"|"24"|46|"VALENCIA"|"1.33"|"25.58"|"6.50"|"2.33"|"3.67"|"0.00"|"0.00"|"0.00"|"0.00"|"1.42"|"0.00"|"0.83"|"18.87"|"1.50"|"8.47"|"8.90"|"7"|"1219.79"|"1929.84"
"2009"|"24"|47|"VALLADOLID"|"4.00"|"7.50"|"2.00"|"2.00"|"1.25"|"0.00"|"0.00"|"0.00"|"0.00"|"0.25"|"0.75"|"0.00"|"5.45"|"0.97"|"4.48"|"0"|"3"|"1633.83"|"2809.77"
"2009"|"24"|49|"ZAMORA"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"|"0"||
