anho,semana,id_provincia,provincia,dir,prec,sol,tmax,tmed,tmin,velmedia,hrmedia
2002,1,1,ARABA/ALAVA,15.71,14.0,0.61,9.27,6.24,3.24,2.66,83.0
2002,1,2,ALBACETE,10.19,12.3,1.11,10.91,8.23,5.53,2.25,89.0
2002,1,3,ALICANTE,12.88,8.17,1.06,15.68,12.92,10.15,3.09,78.5
2002,1,4,ALMERIA,12.14,5.22,4.0,16.11,13.13,10.14,3.28,64.0
2002,1,5,AVILA,15.14,6.1,2.46,8.74,6.33,3.9,3.56,84.0
2002,1,6,BADAJOZ,10.45,26.72,2.31,13.94,10.34,6.73,2.96,83.0
2002,1,7,ILLES BALEARS,11.96,47.67,2.35,12.87,10.18,7.48,3.73,83.0
2002,1,8,BARCELONA,11.52,18.7,1.14,10.57,8.53,6.5,3.2,84.0
2002,1,9,BURGOS,17.14,19.55,1.71,7.55,4.86,2.17,2.94,89.0
2002,1,10,CACERES,12.26,30.6,3.49,12.76,9.59,6.4,3.59,79.0
2002,1,11,CADIZ,13.08,13.59,4.25,16.11,13.49,10.9,5.43,75.0
2002,1,12,CASTELLON,12.4,31.7,0.27,10.75,8.57,6.39,2.73,88.0
2002,1,13,CIUDAD REAL,15.43,15.4,3.26,12.29,8.56,4.83,1.5,83.0
2002,1,14,CORDOBA,13.05,17.31,4.59,14.23,10.35,6.48,2.81,78.0
2002,1,15,A CORUÑA,14.83,38.28,1.63,13.63,10.95,8.29,3.57,79.0
2002,1,16,CUENCA,13.57,10.2,0.79,8.7,6.09,3.49,1.39,84.0
2002,1,17,GIRONA,15.21,9.9,0.0,5.72,3.18,0.64,1.01,94.0
2002,1,18,GRANADA,15.57,12.66,4.11,13.54,9.38,5.21,2.22,78.0
2002,1,19,GUADALAJARA,16.38,17.3,1.01,9.18,6.09,3.0,1.26,84.0
2002,1,20,GIPUZKOA,15.67,4.63,3.09,12.88,9.56,6.23,4.49,66.0
2002,1,21,HUELVA,11.14,22.8,3.54,17.11,13.26,9.4,2.86,81.0
2002,1,22,HUESCA,12.14,11.65,-9999.0,8.24,6.11,3.97,2.71,92.0
2002,1,23,JAEN,15.98,12.33,3.23,14.46,10.54,6.64,1.45,-9999.0
2002,1,24,LEON,10.87,25.58,0.93,8.77,6.15,3.55,1.76,84.0
2002,1,25,LLEIDA,14.95,9.17,0.4,7.99,5.04,2.11,1.42,88.5
2002,1,26,LA RIOJA,13.71,18.2,0.39,8.09,6.57,5.06,4.94,92.0
2002,1,27,LUGO,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,1,28,MADRID,15.54,40.95,1.28,9.08,6.84,4.61,2.86,83.5
2002,1,29,MALAGA,13.27,16.22,4.1,16.9,14.8,12.72,4.76,76.0
2002,1,30,MURCIA,10.98,9.49,2.15,14.4,11.54,8.69,2.25,87.0
2002,1,31,NAVARRA,17.81,7.6,0.57,9.09,7.03,4.95,2.92,78.0
2002,1,32,OURENSE,15.74,26.78,1.2,12.1,8.43,4.78,1.35,86.5
2002,1,33,ASTURIAS,17.23,14.25,2.16,11.7,8.88,6.06,3.26,81.0
2002,1,34,PALENCIA,14.0,33.97,-9999.0,8.1,5.47,2.82,1.84,85.0
2002,1,35,LAS PALMAS,17.48,17.86,3.86,21.79,18.79,15.8,4.7,76.0
2002,1,36,PONTEVEDRA,14.93,41.9,1.52,14.14,11.37,8.63,1.58,83.0
2002,1,37,SALAMANCA,16.71,14.24,2.29,10.63,6.53,2.43,3.04,81.0
2002,1,38,STA. CRUZ DE TENERIFE,21.69,24.19,4.23,19.87,16.99,14.12,3.59,74.0
2002,1,39,CANTABRIA,15.74,13.7,3.26,14.48,11.26,8.04,4.39,70.5
2002,1,40,SEGOVIA,16.64,19.45,3.94,6.84,4.64,2.43,5.28,78.0
2002,1,41,SEVILLA,11.46,24.78,4.51,16.13,12.12,8.1,3.57,70.5
2002,1,42,SORIA,17.43,14.5,0.36,7.0,4.5,2.0,1.33,91.0
2002,1,43,TARRAGONA,15.82,25.65,0.53,12.31,10.02,7.75,2.11,91.0
2002,1,44,TERUEL,14.79,12.85,0.84,9.29,6.96,4.63,0.91,82.5
2002,1,45,TOLEDO,14.5,22.5,2.31,11.46,8.28,5.08,3.99,84.0
2002,1,46,VALENCIA,14.02,31.74,0.17,12.35,10.13,7.9,1.96,93.0
2002,1,47,VALLADOLID,16.24,19.97,2.41,10.92,7.85,4.78,1.88,86.0
2002,1,48,BIZKAIA,16.17,8.52,7.0,11.7,8.9,6.15,3.42,66.0
2002,1,49,ZAMORA,12.0,35.27,1.44,9.17,6.15,3.12,1.5,84.0
2002,1,50,ZARAGOZA,11.86,17.88,0.68,8.43,6.12,3.84,2.25,89.5
2002,1,51,CEUTA,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,1,52,MELILLA,17.43,0.0,4.49,16.87,14.7,12.49,4.33,-9999.0
2002,2,1,ARABA/ALAVA,21.43,4.6,4.54,8.83,3.94,-0.97,2.3,84.0
2002,2,2,ALBACETE,14.21,0.0,2.94,10.29,5.47,0.68,1.83,78.0
2002,2,3,ALICANTE,15.0,0.03,5.34,15.24,10.89,6.54,2.42,71.5
2002,2,4,ALMERIA,13.94,0.37,5.94,14.77,11.26,7.75,2.83,60.0
2002,2,5,AVILA,19.43,4.1,4.81,7.66,3.84,0.03,2.5,79.0
2002,2,6,BADAJOZ,11.29,5.77,5.26,12.59,7.62,2.64,1.61,78.0
2002,2,7,ILLES BALEARS,16.51,8.96,5.69,13.34,9.58,5.82,2.54,81.5
2002,2,8,BARCELONA,23.67,11.97,4.14,11.55,8.27,4.98,2.63,79.0
2002,2,9,BURGOS,23.81,0.97,4.83,7.14,2.42,-2.31,1.24,82.0
2002,2,10,CACERES,12.66,1.04,4.9,10.81,6.62,2.42,2.23,75.0
2002,2,11,CADIZ,14.7,0.0,4.73,15.37,12.3,9.24,4.17,75.0
2002,2,12,CASTELLON,22.36,12.53,3.89,11.4,7.54,3.66,1.9,79.0
2002,2,13,CIUDAD REAL,12.43,1.8,2.86,8.86,4.64,0.43,1.23,88.0
2002,2,14,CORDOBA,9.96,0.2,6.73,12.79,8.2,3.63,1.87,75.0
2002,2,15,A CORUÑA,16.53,11.42,2.97,12.72,9.75,6.77,3.06,71.0
2002,2,16,CUENCA,22.86,1.6,2.87,8.94,4.53,0.09,1.03,77.0
2002,2,17,GIRONA,17.92,2.6,4.24,8.78,3.1,-2.57,1.0,78.0
2002,2,18,GRANADA,16.33,0.0,5.54,12.37,7.23,2.1,1.95,76.0
2002,2,19,GUADALAJARA,23.36,2.4,3.56,8.59,2.83,-2.94,0.76,77.0
2002,2,20,GIPUZKOA,19.43,3.98,5.92,13.92,9.63,5.33,3.44,62.0
2002,2,21,HUELVA,9.71,1.85,4.14,15.6,11.45,7.32,2.21,80.0
2002,2,22,HUESCA,14.71,3.85,-9999.0,7.8,4.19,0.56,2.28,94.0
2002,2,23,JAEN,9.83,0.05,5.2,13.03,8.33,3.62,0.89,-9999.0
2002,2,24,LEON,13.93,1.85,3.6,6.46,2.04,-2.38,1.18,84.0
2002,2,25,LLEIDA,16.0,1.03,1.91,7.73,3.51,-0.74,0.69,93.5
2002,2,26,LA RIOJA,18.14,0.0,2.14,8.0,4.41,0.83,2.21,86.0
2002,2,27,LUGO,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,2,28,MADRID,17.28,5.57,4.11,8.03,4.15,0.27,1.76,77.0
2002,2,29,MALAGA,13.74,0.01,2.84,15.72,13.55,11.4,3.99,74.0
2002,2,30,MURCIA,16.6,0.23,4.75,14.08,9.63,5.15,1.53,79.0
2002,2,31,NAVARRA,15.33,1.93,1.67,7.91,5.11,2.29,1.96,87.0
2002,2,32,OURENSE,20.02,3.07,3.84,11.37,5.47,-0.42,0.9,78.5
2002,2,33,ASTURIAS,18.2,1.96,5.01,11.2,7.48,3.75,2.45,71.0
2002,2,34,PALENCIA,20.52,1.3,-9999.0,6.84,2.28,-2.26,1.07,79.0
2002,2,35,LAS PALMAS,14.28,4.76,5.03,21.56,19.08,16.6,5.38,61.0
2002,2,36,PONTEVEDRA,13.71,10.2,3.32,13.06,9.37,5.69,1.4,75.0
2002,2,37,SALAMANCA,17.9,4.4,3.83,8.98,2.95,-3.07,1.87,78.5
2002,2,38,STA. CRUZ DE TENERIFE,14.48,26.09,3.35,20.28,17.94,15.61,4.9,69.0
2002,2,39,CANTABRIA,19.93,4.25,4.99,13.93,8.92,3.91,2.78,64.0
2002,2,40,SEGOVIA,17.43,12.1,6.76,5.82,2.2,-1.43,3.34,62.0
2002,2,41,SEVILLA,11.46,0.3,5.09,15.06,9.95,4.86,2.67,74.0
2002,2,42,SORIA,21.14,1.8,3.36,7.97,2.73,-2.51,1.71,77.0
2002,2,43,TARRAGONA,20.23,21.33,4.45,12.44,8.65,4.84,1.62,86.0
2002,2,44,TERUEL,15.5,3.02,3.12,8.51,3.97,-0.58,0.44,81.5
2002,2,45,TOLEDO,11.67,1.2,1.86,8.6,4.2,-0.18,2.2,84.0
2002,2,46,VALENCIA,20.17,12.1,3.71,13.36,9.21,5.06,1.24,80.5
2002,2,47,VALLADOLID,16.62,4.57,4.97,8.39,3.15,-2.07,1.01,82.0
2002,2,48,BIZKAIA,18.79,4.33,5.69,12.86,8.6,4.36,2.53,61.0
2002,2,49,ZAMORA,18.31,3.6,1.37,6.09,1.56,-2.98,0.91,87.0
2002,2,50,ZARAGOZA,17.8,1.23,2.25,7.61,3.93,0.24,1.19,83.5
2002,2,51,CEUTA,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,2,52,MELILLA,13.83,0.0,4.84,15.13,12.42,9.75,1.97,-9999.0
2002,3,1,ARABA/ALAVA,22.71,15.4,2.64,10.1,6.3,2.51,1.39,89.0
2002,3,2,ALBACETE,25.5,2.15,6.55,12.36,6.23,0.1,2.13,73.0
2002,3,3,ALICANTE,22.93,0.1,8.49,16.91,11.33,5.76,2.09,68.5
2002,3,4,ALMERIA,19.14,0.02,7.9,16.78,12.06,7.34,1.87,67.0
2002,3,5,AVILA,29.86,2.2,3.14,7.26,3.37,-0.51,1.83,80.0
2002,3,6,BADAJOZ,20.62,0.23,5.43,12.46,7.17,1.9,0.88,83.0
2002,3,7,ILLES BALEARS,20.52,12.17,6.24,13.45,9.17,4.87,2.48,79.0
2002,3,8,BARCELONA,26.74,0.0,6.97,12.33,8.04,3.75,2.86,71.0
2002,3,9,BURGOS,21.14,5.93,1.13,8.65,4.79,0.95,1.71,81.0
2002,3,10,CACERES,19.29,0.82,6.26,12.69,7.67,2.66,1.36,77.0
2002,3,11,CADIZ,12.98,0.0,8.08,15.67,10.81,5.96,2.93,75.0
2002,3,12,CASTELLON,25.36,0.57,8.26,13.0,8.09,3.18,2.8,71.0
2002,3,13,CIUDAD REAL,19.57,3.4,4.09,10.99,5.47,-0.03,1.52,80.0
2002,3,14,CORDOBA,17.04,0.05,8.04,13.08,8.02,2.94,1.48,72.0
2002,3,15,A CORUÑA,20.19,14.61,2.75,12.3,9.35,6.41,3.13,83.0
2002,3,16,CUENCA,21.71,0.6,6.69,9.93,4.84,-0.3,1.34,71.0
2002,3,17,GIRONA,22.0,0.0,5.4,12.14,4.86,-2.41,0.92,74.0
2002,3,18,GRANADA,19.12,0.32,7.79,14.25,7.56,0.89,1.83,70.5
2002,3,19,GUADALAJARA,27.33,3.9,3.84,8.72,3.28,-2.15,0.91,77.5
2002,3,20,GIPUZKOA,22.5,20.0,3.74,12.5,9.28,6.04,2.15,82.0
2002,3,21,HUELVA,19.14,0.0,8.11,17.55,11.51,5.44,1.61,75.0
2002,3,22,HUESCA,15.14,0.35,-9999.0,10.88,4.98,-0.91,2.74,81.0
2002,3,23,JAEN,9.76,1.55,6.04,13.16,7.77,2.38,1.22,-9999.0
2002,3,24,LEON,22.93,7.93,3.9,7.51,3.49,-0.53,2.19,83.0
2002,3,25,LLEIDA,18.1,0.08,3.54,8.17,3.12,-1.95,0.8,90.0
2002,3,26,LA RIOJA,28.57,4.5,3.39,11.71,7.93,4.14,3.01,80.0
2002,3,27,LUGO,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,3,28,MADRID,21.11,3.29,4.77,9.18,4.68,0.18,1.82,78.0
2002,3,29,MALAGA,19.79,0.28,7.99,17.74,13.42,9.12,2.23,73.0
2002,3,30,MURCIA,27.02,0.02,8.7,16.23,10.41,4.58,1.96,68.5
2002,3,31,NAVARRA,30.71,7.32,4.4,11.16,6.73,2.3,2.44,80.0
2002,3,32,OURENSE,18.57,11.6,3.06,11.93,7.24,2.5,0.78,86.0
2002,3,33,ASTURIAS,25.2,14.84,4.85,11.28,7.97,4.65,2.46,82.5
2002,3,34,PALENCIA,19.12,2.85,-9999.0,5.84,2.81,-0.18,1.22,87.5
2002,3,35,LAS PALMAS,7.58,0.27,6.59,20.94,18.35,15.77,5.69,66.5
2002,3,36,PONTEVEDRA,19.07,15.15,3.47,12.61,9.36,6.11,0.88,88.0
2002,3,37,SALAMANCA,17.24,2.18,2.86,9.0,4.53,0.04,1.66,80.0
2002,3,38,STA. CRUZ DE TENERIFE,18.11,0.98,5.39,20.05,17.53,14.99,3.68,67.0
2002,3,39,CANTABRIA,24.39,18.73,3.81,13.16,10.15,7.13,2.96,84.5
2002,3,40,SEGOVIA,15.07,10.15,3.27,4.12,1.36,-1.44,1.88,86.5
2002,3,41,SEVILLA,11.38,0.0,8.48,15.75,9.4,3.05,1.75,70.5
2002,3,42,SORIA,21.0,7.6,4.16,8.06,3.41,-1.23,2.21,84.0
2002,3,43,TARRAGONA,26.75,0.0,7.07,14.29,9.81,5.31,2.84,79.0
2002,3,44,TERUEL,22.67,1.65,2.88,9.7,5.57,1.44,1.2,82.5
2002,3,45,TOLEDO,22.9,1.6,3.69,10.78,5.04,-0.72,1.57,82.0
2002,3,46,VALENCIA,22.43,0.27,8.13,15.67,10.12,4.57,1.75,66.0
2002,3,47,VALLADOLID,24.98,3.17,2.31,7.85,3.92,0.0,1.33,89.0
2002,3,48,BIZKAIA,23.06,28.24,3.43,11.62,8.5,5.39,2.46,83.0
2002,3,49,ZAMORA,17.05,1.08,2.31,8.55,4.27,-0.05,1.24,83.0
2002,3,50,ZARAGOZA,25.6,0.72,4.11,9.66,5.06,0.44,2.45,81.0
2002,3,51,CEUTA,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,3,52,MELILLA,21.57,0.0,8.46,16.03,12.3,8.6,1.83,-9999.0
2002,4,1,ARABA/ALAVA,21.0,1.4,5.71,13.03,7.59,2.14,3.77,72.0
2002,4,2,ALBACETE,27.76,1.67,4.81,13.9,8.46,3.03,3.01,71.0
2002,4,3,ALICANTE,25.07,0.0,7.16,18.45,12.6,6.73,2.84,68.5
2002,4,4,ALMERIA,27.14,0.1,6.96,18.27,13.42,8.57,2.57,72.0
2002,4,5,AVILA,20.29,15.3,4.81,10.06,5.54,1.03,2.4,76.0
2002,4,6,BADAJOZ,22.05,35.0,3.69,14.16,9.73,5.3,2.29,83.0
2002,4,7,ILLES BALEARS,24.63,1.23,7.49,15.78,11.16,6.53,3.18,76.0
2002,4,8,BARCELONA,28.64,2.0,7.94,15.77,11.26,6.73,3.61,67.0
2002,4,9,BURGOS,20.64,5.73,1.91,11.09,7.28,3.47,3.98,67.0
2002,4,10,CACERES,21.56,41.98,3.23,13.43,9.88,6.33,2.67,81.0
2002,4,11,CADIZ,21.1,33.6,5.95,16.87,13.12,9.36,3.51,80.0
2002,4,12,CASTELLON,27.52,0.03,8.01,16.1,10.96,5.81,2.62,61.0
2002,4,13,CIUDAD REAL,24.43,8.4,3.59,12.61,7.96,3.27,2.71,80.0
2002,4,14,CORDOBA,18.56,22.19,4.87,13.44,9.22,5.01,2.69,82.0
2002,4,15,A CORUÑA,21.32,58.59,1.88,13.54,11.12,8.7,7.66,79.0
2002,4,16,CUENCA,27.14,9.0,5.01,10.19,5.47,0.74,1.27,78.0
2002,4,17,GIRONA,21.43,0.93,6.6,12.31,5.76,-0.8,1.75,72.0
2002,4,18,GRANADA,23.12,6.48,6.03,15.37,9.17,2.98,2.34,71.0
2002,4,19,GUADALAJARA,23.81,12.7,4.29,10.0,4.66,-0.66,2.12,74.0
2002,4,20,GIPUZKOA,22.57,2.05,4.62,16.64,12.19,7.78,4.83,58.0
2002,4,21,HUELVA,17.29,14.45,4.4,17.96,12.84,7.71,2.36,84.0
2002,4,22,HUESCA,18.0,8.4,-9999.0,13.74,8.0,2.28,3.71,74.0
2002,4,23,JAEN,18.52,15.15,4.3,14.5,9.58,4.66,1.72,-9999.0
2002,4,24,LEON,19.61,19.81,1.59,8.51,4.59,0.68,3.09,82.5
2002,4,25,LLEIDA,22.81,5.33,5.06,12.33,6.11,-0.09,1.3,82.5
2002,4,26,LA RIOJA,27.86,0.0,4.79,13.31,8.1,2.89,2.56,65.0
2002,4,27,LUGO,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,4,28,MADRID,23.12,16.29,3.49,9.31,5.49,1.66,2.58,83.0
2002,4,29,MALAGA,24.36,3.67,6.81,18.64,14.52,10.4,2.57,76.0
2002,4,30,MURCIA,26.67,0.02,7.36,17.72,11.76,5.81,2.06,66.5
2002,4,31,NAVARRA,19.14,0.15,4.93,13.25,7.73,2.22,2.61,66.0
2002,4,32,OURENSE,20.95,63.63,1.46,13.56,9.33,5.1,2.3,79.0
2002,4,33,ASTURIAS,20.96,10.45,4.03,13.57,9.84,6.12,4.15,60.5
2002,4,34,PALENCIA,23.52,19.77,-9999.0,8.79,5.08,1.36,3.42,78.0
2002,4,35,LAS PALMAS,17.6,0.0,8.61,21.32,16.96,12.62,3.62,66.0
2002,4,36,PONTEVEDRA,17.43,77.5,0.29,14.06,11.44,8.81,2.94,82.0
2002,4,37,SALAMANCA,23.0,35.2,3.41,10.59,6.34,2.09,4.05,80.5
2002,4,38,STA. CRUZ DE TENERIFE,18.05,0.0,7.59,21.6,17.69,13.79,2.8,66.0
2002,4,39,CANTABRIA,24.62,0.15,3.66,17.48,12.77,8.06,5.55,53.0
2002,4,40,SEGOVIA,18.07,26.1,4.4,7.58,3.76,-0.06,3.62,72.5
2002,4,41,SEVILLA,18.21,23.53,5.79,15.99,10.7,5.41,2.29,76.5
2002,4,42,SORIA,27.43,9.5,4.33,9.54,5.53,1.51,4.87,74.0
2002,4,43,TARRAGONA,29.26,1.27,6.99,17.08,12.06,7.05,2.52,81.0
2002,4,44,TERUEL,26.81,2.3,5.29,13.51,7.56,1.61,1.9,71.0
2002,4,45,TOLEDO,23.05,16.62,3.46,12.27,7.91,3.53,2.49,79.0
2002,4,46,VALENCIA,26.1,0.52,7.44,18.18,12.31,6.44,2.78,56.0
2002,4,47,VALLADOLID,23.38,14.63,3.49,10.92,6.94,3.0,3.48,79.0
2002,4,48,BIZKAIA,22.48,2.28,5.94,15.43,11.17,6.92,4.19,50.0
2002,4,49,ZAMORA,22.5,24.3,2.77,10.23,6.7,3.16,3.05,80.0
2002,4,50,ZARAGOZA,24.43,3.7,5.04,12.2,6.77,1.33,2.66,66.5
2002,4,51,CEUTA,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,4,52,MELILLA,25.14,0.1,8.41,18.19,14.13,10.06,2.19,-9999.0
2002,5,1,ARABA/ALAVA,21.43,0.0,5.31,15.24,9.1,2.96,2.43,67.0
2002,5,2,ALBACETE,16.95,0.0,7.66,17.79,9.0,0.22,1.6,54.5
2002,5,3,ALICANTE,18.07,0.0,7.6,17.97,11.5,5.01,1.46,74.0
2002,5,4,ALMERIA,19.23,0.0,7.83,18.11,12.83,7.56,1.76,68.5
2002,5,5,AVILA,18.29,0.0,5.4,13.63,8.11,2.57,2.87,51.5
2002,5,6,BADAJOZ,17.49,4.2,5.76,16.37,10.1,3.84,1.78,81.5
2002,5,7,ILLES BALEARS,19.15,0.27,6.98,16.41,11.32,6.25,2.32,79.5
2002,5,8,BARCELONA,22.18,0.0,7.24,15.66,11.1,6.52,2.71,75.5
2002,5,9,BURGOS,20.38,1.3,5.51,14.41,8.07,1.71,2.8,64.0
2002,5,10,CACERES,15.93,10.21,5.63,14.52,9.73,4.93,2.34,74.5
2002,5,11,CADIZ,15.02,0.04,6.61,18.06,13.48,8.9,3.99,73.0
2002,5,12,CASTELLON,21.33,0.07,7.13,16.6,11.2,5.8,2.67,76.0
2002,5,13,CIUDAD REAL,17.86,0.0,5.61,14.86,8.13,1.4,1.76,70.5
2002,5,14,CORDOBA,17.45,0.37,7.13,17.03,11.19,5.33,1.69,76.0
2002,5,15,A CORUÑA,21.94,55.92,2.85,14.08,11.56,9.04,6.22,75.5
2002,5,16,CUENCA,19.71,0.2,6.9,17.44,8.54,-0.39,1.07,53.0
2002,5,17,GIRONA,18.12,0.1,6.57,14.01,6.99,-0.03,1.51,77.0
2002,5,18,GRANADA,16.98,0.02,7.23,18.49,10.08,1.66,1.73,55.5
2002,5,19,GUADALAJARA,21.69,2.07,6.16,15.1,6.04,-3.03,1.21,64.5
2002,5,20,GIPUZKOA,19.71,5.63,5.16,19.11,14.48,9.84,4.49,47.0
2002,5,21,HUELVA,17.0,2.15,6.0,18.98,12.29,5.59,1.82,77.5
2002,5,22,HUESCA,12.07,0.65,-9999.0,18.18,10.82,3.49,3.19,66.0
2002,5,23,JAEN,17.1,0.0,6.5,18.66,12.07,5.49,1.13,46.0
2002,5,24,LEON,17.5,11.18,4.23,10.91,6.17,1.45,2.98,74.0
2002,5,25,LLEIDA,18.29,0.0,5.64,15.35,7.73,0.13,0.96,80.0
2002,5,26,LA RIOJA,17.29,0.3,4.84,14.91,7.94,0.97,2.51,68.5
2002,5,27,LUGO,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,5,28,MADRID,19.62,1.26,6.86,13.64,7.58,1.52,2.08,63.0
2002,5,29,MALAGA,21.36,0.0,6.86,18.08,13.8,9.52,2.32,76.0
2002,5,30,MURCIA,21.62,0.07,7.45,17.68,10.88,4.06,1.51,71.0
2002,5,31,NAVARRA,20.29,0.0,5.23,15.01,8.78,2.54,2.66,66.5
2002,5,32,OURENSE,19.74,37.97,3.89,15.71,10.65,5.6,1.8,67.5
2002,5,33,ASTURIAS,20.16,12.11,4.57,14.89,10.75,6.61,3.64,69.0
2002,5,34,PALENCIA,20.5,3.77,-9999.0,11.97,6.32,0.66,2.25,65.0
2002,5,35,LAS PALMAS,11.71,0.0,8.37,22.57,18.83,15.09,4.23,51.5
2002,5,36,PONTEVEDRA,18.0,67.35,2.96,15.14,12.39,9.64,2.96,74.0
2002,5,37,SALAMANCA,18.19,5.07,4.77,13.76,7.5,1.25,3.34,67.0
2002,5,38,STA. CRUZ DE TENERIFE,16.73,0.0,7.89,21.78,17.98,14.17,3.69,49.0
2002,5,39,CANTABRIA,22.74,9.58,4.56,18.01,13.16,8.33,4.21,71.0
2002,5,40,SEGOVIA,18.64,1.5,5.81,11.99,7.27,2.54,4.54,38.0
2002,5,41,SEVILLA,16.54,1.23,6.76,18.26,11.02,3.75,1.6,72.5
2002,5,42,SORIA,23.71,0.0,5.51,12.97,6.03,-0.91,2.46,62.0
2002,5,43,TARRAGONA,17.95,0.0,5.67,16.88,11.58,6.27,1.73,84.5
2002,5,44,TERUEL,18.81,0.05,6.16,15.93,7.95,-0.02,1.3,58.5
2002,5,45,TOLEDO,16.67,1.4,5.83,14.51,7.76,1.0,2.17,68.0
2002,5,46,VALENCIA,20.9,0.0,7.39,17.91,11.13,4.35,1.48,69.5
2002,5,47,VALLADOLID,20.52,2.2,5.6,13.36,6.98,0.58,2.22,73.5
2002,5,48,BIZKAIA,21.37,13.73,3.73,18.03,13.99,9.95,4.35,48.0
2002,5,49,ZAMORA,20.55,5.43,3.34,11.27,5.9,0.54,2.03,74.0
2002,5,50,ZARAGOZA,21.79,0.13,5.81,14.59,7.36,0.14,1.76,70.5
2002,5,51,CEUTA,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,5,52,MELILLA,14.29,0.1,6.07,16.17,12.8,9.41,1.83,-9999.0
2002,6,1,ARABA/ALAVA,23.43,22.2,3.93,13.51,8.36,3.23,2.66,76.0
2002,6,2,ALBACETE,27.86,0.67,6.86,16.63,10.17,3.72,3.03,60.0
2002,6,3,ALICANTE,23.79,0.0,8.86,19.46,13.25,7.01,2.81,61.0
2002,6,4,ALMERIA,23.03,0.02,7.84,18.39,13.69,8.97,2.53,57.0
2002,6,5,AVILA,32.14,3.1,3.24,11.31,6.61,1.91,2.97,80.0
2002,6,6,BADAJOZ,23.61,1.65,5.09,16.82,11.54,6.24,1.95,79.0
2002,6,7,ILLES BALEARS,23.49,6.97,8.05,15.33,11.07,6.8,3.5,74.0
2002,6,8,BARCELONA,26.23,1.6,8.28,16.06,11.33,6.6,3.43,61.0
2002,6,9,BURGOS,21.07,10.67,2.43,11.46,6.79,2.11,2.77,74.0
2002,6,10,CACERES,22.42,4.95,5.03,15.52,10.85,6.18,2.42,79.0
2002,6,11,CADIZ,23.71,1.5,6.49,17.13,12.81,8.49,3.33,78.0
2002,6,12,CASTELLON,28.36,1.4,9.29,15.77,10.7,5.65,2.91,68.0
2002,6,13,CIUDAD REAL,26.71,1.5,5.31,15.51,9.71,3.93,2.29,73.0
2002,6,14,CORDOBA,20.75,1.7,5.89,15.48,10.83,6.17,2.13,75.0
2002,6,15,A CORUÑA,23.82,33.02,1.5,13.81,11.19,8.57,4.97,84.0
2002,6,16,CUENCA,25.29,2.7,6.11,13.0,7.64,2.34,1.34,69.0
2002,6,17,GIRONA,24.14,3.43,6.8,12.46,5.88,-0.72,1.56,73.0
2002,6,18,GRANADA,23.86,0.64,7.61,16.93,10.17,3.41,2.49,62.0
2002,6,19,GUADALAJARA,27.33,3.27,4.72,12.45,6.86,1.26,2.18,64.5
2002,6,20,GIPUZKOA,25.35,50.55,3.08,15.31,11.22,7.15,3.18,77.5
2002,6,21,HUELVA,18.07,0.25,7.03,19.11,13.45,7.77,1.94,80.0
2002,6,22,HUESCA,23.0,19.7,-9999.0,12.9,7.4,1.9,3.9,74.0
2002,6,23,JAEN,21.96,1.45,4.46,15.9,10.99,6.07,1.55,72.0
2002,6,24,LEON,22.71,16.37,2.92,9.88,5.64,1.4,3.54,82.0
2002,6,25,LLEIDA,24.08,16.47,7.61,13.45,6.54,-0.37,1.43,73.0
2002,6,26,LA RIOJA,22.29,10.2,5.63,14.69,9.26,3.83,2.66,68.0
2002,6,27,LUGO,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2002,6,28,MADRID,24.09,6.45,4.69,12.03,7.53,3.03,2.83,77.0
2002,6,29,MALAGA,23.92,0.08,8.29,19.29,14.64,9.97,3.02,64.0
2002,6,30,MURCIA,25.38,0.02,8.9,19.4,13.13,6.87,2.89,58.5
2002,6,31,NAVARRA,28.86,20.0,4.9,14.0,8.81,3.61,2.57,72.0
2002,6,32,OURENSE,24.62,42.87,1.56,14.17,9.82,5.47,1.51,82.0
2002,6,33,ASTURIAS,25.58,28.7,3.32,13.31,9.67,6.04,3.92,78.0
2002,6,34,PALENCIA,22.83,9.27,-9999.0,10.05,5.47,0.9,2.37,78.0
2002,6,35,LAS PALMAS,8.9,0.0,8.28,22.09,18.68,15.25,5.55,68.0
2002,6,36,PONTEVEDRA,21.36,46.4,0.62,14.19,11.49,8.79,2.04,89.0
